MANDT	FKNUM	FKPOS	FKPTY	BUKRS	NETWR	MWSBP	WAERS	MWSKZ	PRSDT	BUDAT	EXTI1	EXTI2	TPLST	VSART	KALSM	KNUMV	WERKS	EKORG	EKGRP	EBELN	EBELP	LBLNI	PARVW	TDLNR	RECHS	KURST	KOSTY	REFTY	REBEL	REPOS	POSTX	KNTTP	BKLAS	STBER	DTBER	UZBER	STFRE	DTFRE	UZFRE	STABR	DTABR	UZABR	ERNAM	ERDAT	ERZET	AENAM	AEDAT	AEZET	LOGSYS	KSTAU	TRFZNA	TRFZNZ	TXJCD	BASWR	SLAND1_A	SLAND1_Z	FKSTO	KZWI1	KZWI2	KZWI3	KZWI4	KZWI5	KZWI6
700	2100134214	000001	Z007	1000	5,560.80	0.00	INR		31.03.2024	31.03.2024	2100134340		1040	01	ZSCL01	0002345403					00000		SP	0013000913			B	8	2100134340	000001	2100134340 RHIHRLYSIDING	K	3101	C	31.03.2024	03:20:36			00:00:00			00:00:00	SCLADMIN	31.03.2024	03:20:36			00:00:00		C				0.00	IN	IN		5,560.80	0.00	5,560.80	0.00	0.00	0.00
700	2100134217	000001	Z007	1000	5,348.40	0.00	INR		31.03.2024	31.03.2024	2100134343		1040	01	ZSCL01	0002345419					00000		SP	0013000913			B	8	2100134343	000001	2100134343 RHIHRLYSIDING	K	3101	C	31.03.2024	03:22:32			00:00:00			00:00:00	SCLADMIN	31.03.2024	03:22:32			00:00:00		C				0.00	IN	IN		5,348.40	0.00	5,348.40	0.00	0.00	0.00
700	2100134250	000001	Z007	1000	5,238.00	0.00	INR		31.03.2024	31.03.2024	2100134376		1040	01	ZSCL01	0002345756					00000		SP	0013000913			B	8	2100134376	000001	2100134376 RHIHRLYSIDING	K	3101	C	31.03.2024	03:55:31			00:00:00			00:00:00	SCLADMIN	31.03.2024	03:55:31			00:00:00		C				0.00	IN	IN		5,238.00	0.00	5,238.00	0.00	0.00	0.00
700	2100134263	000001	Z007	1000	5,301.60	0.00	INR		31.03.2024	31.03.2024	2100134389		1040	01	ZSCL01	0002345861					00000		SP	0013000913			B	8	2100134389	000001	2100134389 RHIHRLYSIDING	K	3101	C	31.03.2024	04:05:11			00:00:00			00:00:00	SCLADMIN	31.03.2024	04:05:11			00:00:00		C				0.00	IN	IN		5,301.60	0.00	5,301.60	0.00	0.00	0.00
700	2100134265	000001	Z007	1000	5,462.40	0.00	INR		31.03.2024	31.03.2024	2100134391		1040	01	ZSCL01	0002345883					00000		SP	0013000913			B	8	2100134391	000001	2100134391 RHIHRLYSIDING	K	3101	C	31.03.2024	04:07:17			00:00:00			00:00:00	SCLADMIN	31.03.2024	04:07:17			00:00:00		C				0.00	IN	IN		5,462.40	0.00	5,462.40	0.00	0.00	0.00
700	2100134269	000001	Z007	1000	5,419.20	0.00	INR		31.03.2024	31.03.2024	2100134395		1040	01	ZSCL01	0002345907					00000		SP	0013000913			B	8	2100134395	000001	2100134395 RHIHRLYSIDING	K	3101	C	31.03.2024	04:09:05			00:00:00			00:00:00	SCLADMIN	31.03.2024	04:09:05			00:00:00		C				0.00	IN	IN		5,419.20	0.00	5,419.20	0.00	0.00	0.00
700	2100134272	000001	Z007	1000	5,454.00	0.00	INR		31.03.2024	31.03.2024	2100134398		1040	01	ZSCL01	0002345933					00000		SP	0013000913			B	8	2100134398	000001	2100134398 RHIHRLYSIDING	K	3101	C	31.03.2024	04:14:03			00:00:00			00:00:00	SCLADMIN	31.03.2024	04:14:03			00:00:00		C				0.00	IN	IN		5,454.00	0.00	5,454.00	0.00	0.00	0.00
700	2100134273	000001	Z007	1000	5,283.60	0.00	INR		31.03.2024	31.03.2024	2100134399		1040	01	ZSCL01	0002345942					00000		SP	0013000913			B	8	2100134399	000001	2100134399 RHIHRLYSIDING	K	3101	C	31.03.2024	04:14:35			00:00:00			00:00:00	SCLADMIN	31.03.2024	04:14:35			00:00:00		C				0.00	IN	IN		5,283.60	0.00	5,283.60	0.00	0.00	0.00
700	2100134285	000001	Z007	1000	5,428.80	0.00	INR		31.03.2024	31.03.2024	2100134411		1040	01	ZSCL01	0002346021					00000		SP	0013000913			B	8	2100134411	000001	2100134411 RHIHRLYSIDING	K	3101	C	31.03.2024	04:21:30			00:00:00			00:00:00	SCLADMIN	31.03.2024	04:21:30			00:00:00		C				0.00	IN	IN		5,428.80	0.00	5,428.80	0.00	0.00	0.00
700	2100134298	000001	Z007	1000	5,314.80	0.00	INR		31.03.2024	31.03.2024	2100134424		1040	01	ZSCL01	0002346092					00000		SP	0013000913			B	8	2100134424	000001	2100134424 RHIHRLYSIDING	K	3101	C	31.03.2024	04:25:46			00:00:00			00:00:00	SCLADMIN	31.03.2024	04:25:46			00:00:00		C				0.00	IN	IN		5,314.80	0.00	5,314.80	0.00	0.00	0.00
700	2100134299	000001	Z007	1000	5,522.40	0.00	INR		31.03.2024	31.03.2024	2100134425		1040	01	ZSCL01	0002346096					00000		SP	0013000913			B	8	2100134425	000001	2100134425 RHIHRLYSIDING	K	3101	C	31.03.2024	04:26:01			00:00:00			00:00:00	SCLADMIN	31.03.2024	04:26:01			00:00:00		C				0.00	IN	IN		5,522.40	0.00	5,522.40	0.00	0.00	0.00
700	2100134369	000001	Z007	1000	5,390.40	0.00	INR		31.03.2024	31.03.2024	2100134495		1040	01	ZSCL01	0002346504					00000		SP	0013000913			B	8	2100134495	000001	2100134495 RHIHRLYSIDING	K	3101	C	31.03.2024	05:01:31			00:00:00			00:00:00	SCLADMIN	31.03.2024	05:01:31			00:00:00		C				0.00	IN	IN		5,390.40	0.00	5,390.40	0.00	0.00	0.00
700	2100134374	000001	Z007	1000	5,410.80	0.00	INR		31.03.2024	31.03.2024	2100134500		1040	01	ZSCL01	0002346523					00000		SP	0013000913			B	8	2100134500	000001	2100134500 RHIHRLYSIDING	K	3101	C	31.03.2024	05:03:15			00:00:00			00:00:00	SCLADMIN	31.03.2024	05:03:15			00:00:00		C				0.00	IN	IN		5,410.80	0.00	5,410.80	0.00	0.00	0.00
700	2100134385	000001	Z007	1000	5,280.00	0.00	INR		31.03.2024	31.03.2024	2100134511		1040	01	ZSCL01	0002346608					00000		SP	0013000913			B	8	2100134511	000001	2100134511 RHIHRLYSIDING	K	3101	C	31.03.2024	05:13:40			00:00:00			00:00:00	SCLADMIN	31.03.2024	05:13:40			00:00:00		C				0.00	IN	IN		5,280.00	0.00	5,280.00	0.00	0.00	0.00
700	2100134447	000001	Z007	1000	5,497.20	0.00	INR		31.03.2024	31.03.2024	2100134573		1040	01	ZSCL01	0002347050					00000		SP	0013000913			B	8	2100134573	000001	2100134573 RHIHRLYSIDING	K	3101	C	31.03.2024	05:52:35			00:00:00			00:00:00	SCLADMIN	31.03.2024	05:52:35			00:00:00		C				0.00	IN	IN		5,497.20	0.00	5,497.20	0.00	0.00	0.00
700	2100134467	000001	Z007	1000	5,014.80	0.00	INR		31.03.2024	31.03.2024	2100134603		1040	01	ZSCL01	0002347254					00000		SP	0013000913			B	8	2100134603	000001	2100134603 RHIHRLYSIDING	K	3101	C	31.03.2024	06:36:18			00:00:00			00:00:00	SCLADMIN	31.03.2024	06:36:18			00:00:00		C				0.00	IN	IN		5,014.80	0.00	5,014.80	0.00	0.00	0.00
700	2100134468	000001	Z007	1000	5,491.20	0.00	INR		31.03.2024	31.03.2024	2100134604		1040	01	ZSCL01	0002347258					00000		SP	0013000913			B	8	2100134604	000001	2100134604 RHIHRLYSIDING	K	3101	C	31.03.2024	06:36:28			00:00:00			00:00:00	SCLADMIN	31.03.2024	06:36:28			00:00:00		C				0.00	IN	IN		5,491.20	0.00	5,491.20	0.00	0.00	0.00
700	2100134481	000001	Z007	1000	5,254.80	0.00	INR		31.03.2024	31.03.2024	2100134617		1040	01	ZSCL01	0002347319					00000		SP	0013000913			B	8	2100134617	000001	2100134617 RHIHRLYSIDING	K	3101	C	31.03.2024	06:45:58			00:00:00			00:00:00	SCLADMIN	31.03.2024	06:45:58			00:00:00		C				0.00	IN	IN		5,254.80	0.00	5,254.80	0.00	0.00	0.00
700	2100134485	000001	Z007	1000	5,529.60	0.00	INR		31.03.2024	31.03.2024	2100134621		1040	01	ZSCL01	0002347339					00000		SP	0013000913			B	8	2100134621	000001	2100134621 RHIHRLYSIDING	K	3101	C	31.03.2024	06:48:32			00:00:00			00:00:00	SCLADMIN	31.03.2024	06:48:32			00:00:00		C				0.00	IN	IN		5,529.60	0.00	5,529.60	0.00	0.00	0.00
700	2100134489	000001	Z007	1000	5,449.20	0.00	INR		31.03.2024	31.03.2024	2100134625		1040	01	ZSCL01	0002347378					00000		SP	0013000913			B	8	2100134625	000001	2100134625 RHIHRLYSIDING	K	3101	C	31.03.2024	06:50:18			00:00:00			00:00:00	SCLADMIN	31.03.2024	06:50:18			00:00:00		C				0.00	IN	IN		5,449.20	0.00	5,449.20	0.00	0.00	0.00
700	2100134490	000001	Z007	1000	5,422.80	0.00	INR		31.03.2024	31.03.2024	2100134626		1040	01	ZSCL01	0002347380					00000		SP	0013000913			B	8	2100134626	000001	2100134626 RHIHRLYSIDING	K	3101	C	31.03.2024	06:50:24			00:00:00			00:00:00	SCLADMIN	31.03.2024	06:50:24			00:00:00		C				0.00	IN	IN		5,422.80	0.00	5,422.80	0.00	0.00	0.00
700	2100134495	000001	Z007	1000	5,342.40	0.00	INR		31.03.2024	31.03.2024	2100134631		1040	01	ZSCL01	0002347419					00000		SP	0013000913			B	8	2100134631	000001	2100134631 RHIHRLYSIDING	K	3101	C	31.03.2024	06:55:18			00:00:00			00:00:00	SCLADMIN	31.03.2024	06:55:18			00:00:00		C				0.00	IN	IN		5,342.40	0.00	5,342.40	0.00	0.00	0.00
700	2100134496	000001	Z007	1000	5,534.40	0.00	INR		31.03.2024	31.03.2024	2100134632		1040	01	ZSCL01	0002347446					00000		SP	0013000913			B	8	2100134632	000001	2100134632 RHIHRLYSIDING	K	3101	C	31.03.2024	06:57:07			00:00:00			00:00:00	SCLADMIN	31.03.2024	06:57:07			00:00:00		C				0.00	IN	IN		5,534.40	0.00	5,534.40	0.00	0.00	0.00
700	2100134499	000001	Z007	1000	5,571.60	0.00	INR		31.03.2024	31.03.2024	2100134635		1040	01	ZSCL01	0002347470					00000		SP	0013000913			B	8	2100134635	000001	2100134635 RHIHRLYSIDING	K	3101	C	31.03.2024	07:00:53			00:00:00			00:00:00	SCLADMIN	31.03.2024	07:00:53			00:00:00		C				0.00	IN	IN		5,571.60	0.00	5,571.60	0.00	0.00	0.00
700	2100134506	000001	Z007	1000	5,256.00	0.00	INR		31.03.2024	31.03.2024	2100134642		1040	01	ZSCL01	0002347562					00000		SP	0013000913			B	8	2100134642	000001	2100134642 RHIHRLYSIDING	K	3101	C	31.03.2024	07:05:41			00:00:00			00:00:00	SCLADMIN	31.03.2024	07:05:41			00:00:00		C				0.00	IN	IN		5,256.00	0.00	5,256.00	0.00	0.00	0.00
700	2100134513	000001	Z007	1000	5,290.80	0.00	INR		31.03.2024	31.03.2024	2100134649		1040	01	ZSCL01	0002347618					00000		SP	0013000913			B	8	2100134649	000001	2100134649 RHIHRLYSIDING	K	3101	C	31.03.2024	07:12:09			00:00:00			00:00:00	SCLADMIN	31.03.2024	07:12:09			00:00:00		C				0.00	IN	IN		5,290.80	0.00	5,290.80	0.00	0.00	0.00
700	2100134520	000001	Z007	1000	5,449.20	0.00	INR		31.03.2024	31.03.2024	2100134656		1040	01	ZSCL01	0002347699					00000		SP	0013000913			B	8	2100134656	000001	2100134656 RHIHRLYSIDING	K	3101	C	31.03.2024	07:17:58			00:00:00			00:00:00	SCLADMIN	31.03.2024	07:17:58			00:00:00		C				0.00	IN	IN		5,449.20	0.00	5,449.20	0.00	0.00	0.00
700	2100134523	000001	Z007	1000	5,208.00	0.00	INR		31.03.2024	31.03.2024	2100134659		1040	01	ZSCL01	0002347728					00000		SP	0013000913			B	8	2100134659	000001	2100134659 RHIHRLYSIDING	K	3101	C	31.03.2024	07:18:30			00:00:00			00:00:00	SCLADMIN	31.03.2024	07:18:30			00:00:00		C				0.00	IN	IN		5,208.00	0.00	5,208.00	0.00	0.00	0.00
700	2100134526	000001	Z007	1000	5,368.80	0.00	INR		31.03.2024	31.03.2024	2100134662		1040	01	ZSCL01	0002347748					00000		SP	0013000913			B	8	2100134662	000001	2100134662 RHIHRLYSIDING	K	3101	C	31.03.2024	07:22:03			00:00:00			00:00:00	SCLADMIN	31.03.2024	07:22:03			00:00:00		C				0.00	IN	IN		5,368.80	0.00	5,368.80	0.00	0.00	0.00
700	2100134534	000001	Z007	1000	5,460.00	0.00	INR		31.03.2024	31.03.2024	2100134670		1040	01	ZSCL01	0002347787					00000		SP	0013000913			B	8	2100134670	000001	2100134670 RHIHRLYSIDING	K	3101	C	31.03.2024	07:25:19			00:00:00			00:00:00	SCLADMIN	31.03.2024	07:25:19			00:00:00		C				0.00	IN	IN		5,460.00	0.00	5,460.00	0.00	0.00	0.00
700	2100134537	000001	Z007	1000	5,473.20	0.00	INR		31.03.2024	31.03.2024	2100134673		1040	01	ZSCL01	0002347822					00000		SP	0013000913			B	8	2100134673	000001	2100134673 RHIHRLYSIDING	K	3101	C	31.03.2024	07:29:24			00:00:00			00:00:00	SCLADMIN	31.03.2024	07:29:24			00:00:00		C				0.00	IN	IN		5,473.20	0.00	5,473.20	0.00	0.00	0.00
700	2100134548	000001	Z007	1000	5,322.00	0.00	INR		31.03.2024	31.03.2024	2100134684		1040	01	ZSCL01	0002347942					00000		SP	0013000913			B	8	2100134684	000001	2100134684 RHIHRLYSIDING	K	3101	C	31.03.2024	07:41:38			00:00:00			00:00:00	SCLADMIN	31.03.2024	07:41:38			00:00:00		C				0.00	IN	IN		5,322.00	0.00	5,322.00	0.00	0.00	0.00
700	2100134549	000001	Z007	1000	5,536.80	0.00	INR		31.03.2024	31.03.2024	2100134685		1040	01	ZSCL01	0002347946					00000		SP	0013000913			B	8	2100134685	000001	2100134685 RHIHRLYSIDING	K	3101	C	31.03.2024	07:41:48			00:00:00			00:00:00	SCLADMIN	31.03.2024	07:41:48			00:00:00		C				0.00	IN	IN		5,536.80	0.00	5,536.80	0.00	0.00	0.00
700	2100134551	000001	Z007	1000	5,438.40	0.00	INR		31.03.2024	31.03.2024	2100134687		1040	01	ZSCL01	0002347958					00000		SP	0013000913			B	8	2100134687	000001	2100134687 RHIHRLYSIDING	K	3101	C	31.03.2024	07:43:23			00:00:00			00:00:00	SCLADMIN	31.03.2024	07:43:23			00:00:00		C				0.00	IN	IN		5,438.40	0.00	5,438.40	0.00	0.00	0.00
700	2100134557	000001	Z007	1000	5,308.80	0.00	INR		31.03.2024	31.03.2024	2100134693		1040	01	ZSCL01	0002348005					00000		SP	0013000913			B	8	2100134693	000001	2100134693 RHIHRLYSIDING	K	3101	C	31.03.2024	07:46:25			00:00:00			00:00:00	SCLADMIN	31.03.2024	07:46:25			00:00:00		C				0.00	IN	IN		5,308.80	0.00	5,308.80	0.00	0.00	0.00
700	2100134558	000001	Z007	1000	5,444.40	0.00	INR		31.03.2024	31.03.2024	2100134694		1040	01	ZSCL01	0002348011					00000		SP	0013000913			B	8	2100134694	000001	2100134694 RHIHRLYSIDING	K	3101	C	31.03.2024	07:46:48			00:00:00			00:00:00	SCLADMIN	31.03.2024	07:46:48			00:00:00		C				0.00	IN	IN		5,444.40	0.00	5,444.40	0.00	0.00	0.00
700	2100134560	000001	Z007	1000	5,337.60	0.00	INR		31.03.2024	31.03.2024	2100134696		1040	01	ZSCL01	0002348022					00000		SP	0013000913			B	8	2100134696	000001	2100134696 RHIHRLYSIDING	K	3101	C	31.03.2024	07:49:33			00:00:00			00:00:00	SCLADMIN	31.03.2024	07:49:33			00:00:00		C				0.00	IN	IN		5,337.60	0.00	5,337.60	0.00	0.00	0.00
700	2100134582	000001	Z007	1000	5,416.80	0.00	INR		31.03.2024	31.03.2024	2100134718		1040	01	ZSCL01	0002348182					00000		SP	0013000913			B	8	2100134718	000001	2100134718 RHIHRLYSIDING	K	3101	C	31.03.2024	07:59:54			00:00:00			00:00:00	SCLADMIN	31.03.2024	07:59:54			00:00:00		C				0.00	IN	IN		5,416.80	0.00	5,416.80	0.00	0.00	0.00
700	2100134616	000001	Z007	1000	5,467.20	0.00	INR		31.03.2024	31.03.2024	2100134752		1040	01	ZSCL01	0002348522					00000		SP	0013000913			B	8	2100134752	000001	2100134752 RHIHRLYSIDING	K	3101	C	31.03.2024	08:25:33			00:00:00			00:00:00	SCLADMIN	31.03.2024	08:25:33			00:00:00		C				0.00	IN	IN		5,467.20	0.00	5,467.20	0.00	0.00	0.00
700	2100134617	000001	Z007	1000	5,316.00	0.00	INR		31.03.2024	31.03.2024	2100134753		1040	01	ZSCL01	0002348524					00000		SP	0013000913			B	8	2100134753	000001	2100134753 RHIHRLYSIDING	K	3101	C	31.03.2024	08:25:40			00:00:00			00:00:00	SCLADMIN	31.03.2024	08:25:40			00:00:00		C				0.00	IN	IN		5,316.00	0.00	5,316.00	0.00	0.00	0.00
700	2100134626	000001	Z007	1000	5,534.40	0.00	INR		31.03.2024	31.03.2024	2100134762		1040	01	ZSCL01	0002348599					00000		SP	0013000913			B	8	2100134762	000001	2100134762 RHIHRLYSIDING	K	3101	C	31.03.2024	08:33:08			00:00:00			00:00:00	SCLADMIN	31.03.2024	08:33:08			00:00:00		C				0.00	IN	IN		5,534.40	0.00	5,534.40	0.00	0.00	0.00
700	2100134641	000001	Z007	1000	5,562.00	0.00	INR		31.03.2024	31.03.2024	2100134767		1040	01	ZSCL01	0002348642					00000		SP	0013000913			B	8	2100134767	000001	2100134767 RHIHRLYSIDING	K	3101	C	31.03.2024	08:35:53			00:00:00			00:00:00	SCLADMIN	31.03.2024	08:35:53			00:00:00		C				0.00	IN	IN		5,562.00	0.00	5,562.00	0.00	0.00	0.00
700	2100134647	000001	Z007	1000	5,250.00	0.00	INR		31.03.2024	31.03.2024	2100134783		1040	01	ZSCL01	0002348675					00000		SP	0013000913			B	8	2100134783	000001	2100134783 RHIHRLYSIDING	K	3101	C	31.03.2024	08:39:01			00:00:00			00:00:00	SCLADMIN	31.03.2024	08:39:01			00:00:00		C				0.00	IN	IN		5,250.00	0.00	5,250.00	0.00	0.00	0.00
700	2100134648	000001	Z007	1000	5,461.20	0.00	INR		31.03.2024	31.03.2024	2100134784		1040	01	ZSCL01	0002348678					00000		SP	0013000913			B	8	2100134784	000001	2100134784 RHIHRLYSIDING	K	3101	C	31.03.2024	08:39:08			00:00:00			00:00:00	SCLADMIN	31.03.2024	08:39:08			00:00:00		C				0.00	IN	IN		5,461.20	0.00	5,461.20	0.00	0.00	0.00
700	2100134669	000001	Z007	1000	5,455.20	0.00	INR		31.03.2024	31.03.2024	2100134805		1040	01	ZSCL01	0002348876					00000		SP	0013000913			B	8	2100134805	000001	2100134805 RHIHRLYSIDING	K	3101	C	31.03.2024	08:51:11			00:00:00			00:00:00	SCLADMIN	31.03.2024	08:51:11			00:00:00		C				0.00	IN	IN		5,455.20	0.00	5,455.20	0.00	0.00	0.00
700	2100134671	000001	Z007	1000	5,512.80	0.00	INR		31.03.2024	31.03.2024	2100134807		1040	01	ZSCL01	0002348949					00000		SP	0013000913			B	8	2100134807	000001	2100134807 RHIHRLYSIDING	K	3101	C	31.03.2024	08:57:26			00:00:00			00:00:00	SCLADMIN	31.03.2024	08:57:26			00:00:00		C				0.00	IN	IN		5,512.80	0.00	5,512.80	0.00	0.00	0.00
700	2100134675	000001	Z007	1000	5,623.20	0.00	INR		31.03.2024	31.03.2024	2100134811		1040	01	ZSCL01	0002348992					00000		SP	0013000913			B	8	2100134811	000001	2100134811 RHIHRLYSIDING	K	3101	C	31.03.2024	08:59:51			00:00:00			00:00:00	SCLADMIN	31.03.2024	08:59:51			00:00:00		C				0.00	IN	IN		5,623.20	0.00	5,623.20	0.00	0.00	0.00
700	2100134678	000001	Z007	1000	5,166.00	0.00	INR		31.03.2024	31.03.2024	2100134814		1040	01	ZSCL01	0002349030					00000		SP	0013000913			B	8	2100134814	000001	2100134814 RHIHRLYSIDING	K	3101	C	31.03.2024	09:00:56			00:00:00			00:00:00	SCLADMIN	31.03.2024	09:00:56			00:00:00		C				0.00	IN	IN		5,166.00	0.00	5,166.00	0.00	0.00	0.00
700	2100134680	000001	Z007	1000	5,446.80	0.00	INR		31.03.2024	31.03.2024	2100134816		1040	01	ZSCL01	0002349102					00000		SP	0013000913			B	8	2100134816	000001	2100134816 RHIHRLYSIDING	K	3101	C	31.03.2024	09:04:40			00:00:00			00:00:00	SCLADMIN	31.03.2024	09:04:40			00:00:00		C				0.00	IN	IN		5,446.80	0.00	5,446.80	0.00	0.00	0.00
700	2100134681	000001	Z007	1000	5,560.80	0.00	INR		31.03.2024	31.03.2024	2100134817		1040	01	ZSCL01	0002349119					00000		SP	0013000913			B	8	2100134817	000001	2100134817 RHIHRLYSIDING	K	3101	C	31.03.2024	09:06:51			00:00:00			00:00:00	SCLADMIN	31.03.2024	09:06:51			00:00:00		C				0.00	IN	IN		5,560.80	0.00	5,560.80	0.00	0.00	0.00
700	2100134691	000001	Z007	1000	5,559.60	0.00	INR		31.03.2024	31.03.2024	2100134827		1040	01	ZSCL01	0002349268					00000		SP	0013000913			B	8	2100134827	000001	2100134827 RHIHRLYSIDING	K	3101	C	31.03.2024	09:13:23			00:00:00			00:00:00	SCLADMIN	31.03.2024	09:13:23			00:00:00		C				0.00	IN	IN		5,559.60	0.00	5,559.60	0.00	0.00	0.00
700	2100134693	000001	Z007	1000	5,344.80	0.00	INR		31.03.2024	31.03.2024	2100134829		1040	01	ZSCL01	0002349345					00000		SP	0013000913			B	8	2100134829	000001	2100134829 RHIHRLYSIDING	K	3101	C	31.03.2024	09:15:51			00:00:00			00:00:00	SCLADMIN	31.03.2024	09:15:51			00:00:00		C				0.00	IN	IN		5,344.80	0.00	5,344.80	0.00	0.00	0.00
700	2100134696	000001	Z007	1000	5,455.20	0.00	INR		31.03.2024	31.03.2024	2100134832		1040	01	ZSCL01	0002349354					00000		SP	0013000913			B	8	2100134832	000001	2100134832 RHIHRLYSIDING	K	3101	C	31.03.2024	09:16:51			00:00:00			00:00:00	SCLADMIN	31.03.2024	09:16:51			00:00:00		C				0.00	IN	IN		5,455.20	0.00	5,455.20	0.00	0.00	0.00
700	2100134701	000001	Z007	1000	5,302.80	0.00	INR		31.03.2024	31.03.2024	2100134837		1040	01	ZSCL01	0002349390					00000		SP	0013000913			B	8	2100134837	000001	2100134837 RHIHRLYSIDING	K	3101	C	31.03.2024	09:20:26			00:00:00			00:00:00	SCLADMIN	31.03.2024	09:20:26			00:00:00		C				0.00	IN	IN		5,302.80	0.00	5,302.80	0.00	0.00	0.00
700	2100134705	000001	Z007	1000	5,438.40	0.00	INR		31.03.2024	31.03.2024	2100134841		1040	01	ZSCL01	0002349431					00000		SP	0013000913			B	8	2100134841	000001	2100134841 RHIHRLYSIDING	K	3101	C	31.03.2024	09:22:55			00:00:00			00:00:00	SCLADMIN	31.03.2024	09:22:55			00:00:00		C				0.00	IN	IN		5,438.40	0.00	5,438.40	0.00	0.00	0.00
700	2100134707	000001	Z007	1000	5,400.00	0.00	INR		31.03.2024	31.03.2024	2100134843		1040	01	ZSCL01	0002349484					00000		SP	0013000913			B	8	2100134843	000001	2100134843 RHIHRLYSIDING	K	3101	C	31.03.2024	09:24:36			00:00:00			00:00:00	SCLADMIN	31.03.2024	09:24:36			00:00:00		C				0.00	IN	IN		5,400.00	0.00	5,400.00	0.00	0.00	0.00
700	2100134709	000001	Z007	1000	5,548.80	0.00	INR		31.03.2024	31.03.2024	2100134845		1040	01	ZSCL01	0002349528					00000		SP	0013000913			B	8	2100134845	000001	2100134845 RHIHRLYSIDING	K	3101	C	31.03.2024	09:26:36			00:00:00			00:00:00	SCLADMIN	31.03.2024	09:26:36			00:00:00		C				0.00	IN	IN		5,548.80	0.00	5,548.80	0.00	0.00	0.00
700	2100134712	000001	Z007	1000	5,451.60	0.00	INR		31.03.2024	31.03.2024	2100134848		1040	01	ZSCL01	0002349568					00000		SP	0013000913			B	8	2100134848	000001	2100134848 RHIHRLYSIDING	K	3101	C	31.03.2024	09:27:56			00:00:00			00:00:00	SCLADMIN	31.03.2024	09:27:56			00:00:00		C				0.00	IN	IN		5,451.60	0.00	5,451.60	0.00	0.00	0.00
700	2100134715	000001	Z007	1000	5,432.40	0.00	INR		31.03.2024	31.03.2024	2100134851		1040	01	ZSCL01	0002349596					00000		SP	0013000913			B	8	2100134851	000001	2100134851 RHIHRLYSIDING	K	3101	C	31.03.2024	09:29:26			00:00:00			00:00:00	SCLADMIN	31.03.2024	09:29:26			00:00:00		C				0.00	IN	IN		5,432.40	0.00	5,432.40	0.00	0.00	0.00
700	2100134725	000001	Z007	1000	5,302.80	0.00	INR		31.03.2024	31.03.2024	2100134861		1040	01	ZSCL01	0002349758					00000		SP	0013000913			B	8	2100134861	000001	2100134861 RHIHRLYSIDING	K	3101	C	31.03.2024	09:36:27			00:00:00			00:00:00	SCLADMIN	31.03.2024	09:36:27			00:00:00		C				0.00	IN	IN		5,302.80	0.00	5,302.80	0.00	0.00	0.00
700	2100134732	000001	Z007	1000	5,433.60	0.00	INR		31.03.2024	31.03.2024	2100134868		1040	01	ZSCL01	0002349810					00000		SP	0013000913			B	8	2100134868	000001	2100134868 RHIHRLYSIDING	K	3101	C	31.03.2024	09:37:56			00:00:00			00:00:00	SCLADMIN	31.03.2024	09:37:56			00:00:00		C				0.00	IN	IN		5,433.60	0.00	5,433.60	0.00	0.00	0.00
700	2100134748	000001	Z007	1000	5,258.40	0.00	INR		31.03.2024	31.03.2024	2100134884		1040	01	ZSCL01	0002350100					00000		SP	0013000913			B	8	2100134884	000001	2100134884 RHIHRLYSIDING	K	3101	C	31.03.2024	09:50:01			00:00:00			00:00:00	SCLADMIN	31.03.2024	09:50:01			00:00:00		C				0.00	IN	IN		5,258.40	0.00	5,258.40	0.00	0.00	0.00
700	2100134756	000001	Z007	1000	5,452.80	0.00	INR		31.03.2024	31.03.2024	2100134892		1040	01	ZSCL01	0002350240					00000		SP	0013000913			B	8	2100134892	000001	2100134892 RHIHRLYSIDING	K	3101	C	31.03.2024	09:54:31			00:00:00			00:00:00	SCLADMIN	31.03.2024	09:54:31			00:00:00		C				0.00	IN	IN		5,452.80	0.00	5,452.80	0.00	0.00	0.00
700	2100134762	000001	Z007	1000	5,502.00	0.00	INR		31.03.2024	31.03.2024	2100134898		1040	01	ZSCL01	0002350392					00000		SP	0013000913			B	8	2100134898	000001	2100134898 RHIHRLYSIDING	K	3101	C	31.03.2024	10:00:54			00:00:00			00:00:00	SCLADMIN	31.03.2024	10:00:54			00:00:00		C				0.00	IN	IN		5,502.00	0.00	5,502.00	0.00	0.00	0.00
700	2100134777	000001	Z007	1000	5,470.80	0.00	INR		31.03.2024	31.03.2024	2100134913		1040	01	ZSCL01	0002350650					00000		SP	0013000913			B	8	2100134913	000001	2100134913 RHIHRLYSIDING	K	3101	C	31.03.2024	10:10:06			00:00:00			00:00:00	SCLADMIN	31.03.2024	10:10:06			00:00:00		C				0.00	IN	IN		5,470.80	0.00	5,470.80	0.00	0.00	0.00
700	2100134785	000001	Z007	1000	5,679.60	0.00	INR		31.03.2024	31.03.2024	2100134921		1040	01	ZSCL01	0002350813					00000		SP	0013000913			B	8	2100134921	000001	2100134921 RHIHRLYSIDING	K	3101	C	31.03.2024	10:15:17			00:00:00			00:00:00	SCLADMIN	31.03.2024	10:15:17			00:00:00		C				0.00	IN	IN		5,679.60	0.00	5,679.60	0.00	0.00	0.00
