SESSION|QS4/700 located at connection[0] session[0]|user=QNOVATE8
TABLE|VTTK
TITLE|Data Browser: Table VTTK Select Entries        200
SBAR|Selection restricted to 200 hits
ALV|rows=200|cols=149
HDR|MANDT	TKNUM	VBTYP	SHTYP	TPLST	ERNAM	ERDAT	ERZET	AENAM	AEDAT	AEZET	STERM	ABFER	ABWST	BFART	VSART	VSAVL	VSANL	LAUFK	VSBED	ROUTE	SIGNI	EXTI1	EXTI2	TPBEZ	STDIS	DTDIS	UZDIS	STREG	DPREG	UPREG	DAREG	UAREG	STLBG	DPLBG	UPLBG	DALBG	UALBG	STLAD	DPLEN	UPLEN	DALEN	UALEN	STABF	DPABF	UPABF	DTABF	UZABF	STTBG	DPTBG	UPTBG	DATBG	UATBG	STTEN	DPTEN	UPTEN	DATEN	UATEN	STTRG	TDLNR	TERNR	PKSTK	DTMEG	DTMEV	DISTZ	MEDST	FAHZT	GESZT	MEIZT	STAFO	FBSTA	FBGST	ARSTA	ARGST	STERM_DONE	VSE_FRK	KKALSM	SDABW	FRKRL	GESZTD	FAHZTD	GESZTDA	FAHZTDA	ROCPY_DONE	HANDLE	TSEGFL	TSEGTP	ADD01	ADD02	ADD03	ADD04	TEXT1	TEXT2	TEXT3	TEXT4	PROLI	DGTLOCK	DGMDDAT	CONT_DG	WARZTD	WARZTDA	AULWE	TNDRST	TNDRRC	TNDR_TEXT	TNDRDAT	TNDRZET	TNDR_MAXP	TNDR_MAXC	TNDR_ACTP	TNDR_ACTC	TNDR_CARR	TNDR_CRNM	TNDR_TRKID	TNDR_EXPD	TNDR_EXPT	TNDR_ERPD	TNDR_ERPT	TNDR_LTPD	TNDR_LTPT	TNDR_ERDD	TNDR_ERDT	TNDR_LTDD	TNDR_LTDT	TNDR_LDLG	TNDR_LDLU	KZHULFR	ALLOWED_TWGT	VLSTK	VERURSYS	CM_IDENT	CM_SEQUENCE	EXT_FREIGHT_ORD	EXT_TM_SYS	/BEV1/RPFAR1	/BEV1/RPFAR2	/BEV1/RPMOWA	/BEV1/RPANHAE	/BEV1/RPFLGNR	/VSO/R_STATUS	ZZVEHICLE_NO	ZZDRIVER_NO	ZZDRIVER_NAME	ZZGROSS_WT	ZZNET_WT	ZZTARE_WT	ZZLR_GR_NO	ZZDRIVERMOB	ZZLR_GR_DATE	
ROW37|700	9102256350	8	YZ01	6744	SCLADMIN	31.03.2026	11:10:31			00:00:00	1	1	1	1	01			4		E46592					X	31.03.2026	11:10:31			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:10:31			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	51	KM									X					0	20200	0	0	X	Y}BlgXPD7{6Bc8GtZNbJBG		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		WB41K3315			0.000	0.000	0.000				
ROW38|700	9102256352	8	YZ01	8042	SCLADMIN	31.03.2026	11:00:30			00:00:00	1	1	1	1	01			4		E53824					X	31.03.2026	11:00:30			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:00:30			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	5	KM									X					0	1200	0	0	X	nqCtqNQw7{6Bc5TeWz21E0		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		WB03C7411			0.000	0.000	0.000				
ROW39|700	9102256353	8	YZ01	6480	SCLADMIN	31.03.2026	11:00:30			00:00:00	1	1	1	1	01			4		E53488					X	31.03.2026	11:00:30			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:00:30			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	4	KM									X					0	900	0	0	X	nqCtqNQw7{6Bc5Tis2F1F0		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		AP39TJ9594			0.000	0.000	0.000				
ROW40|700	9102256354	8	YZ01	4644	SCLADMIN	31.03.2026	11:00:30			00:00:00	1	1	1	1	01			4		E37815					X	31.03.2026	11:00:30			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:00:30			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	14	KM									X					0	40000	0	0	X	nqCtqNQw7{6Bc5Tn0Sy1G0		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		UK07CB1206			0.000	0.000	0.000				
ROW41|700	9102256355	8	YZ01	4612	SCLADMIN	31.03.2026	11:00:31			00:00:00	1	1	1	1	01			4		E22571					X	31.03.2026	11:00:31			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:00:31			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	37	KM									X					0	12800	0	0	X	nqCtqNQw7{6Bc5TzM5M1Im		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		UP50CT4545			0.000	0.000	0.000				
ROW42|700	9102256356	8	YZ01	5187	SCLADMIN	31.03.2026	11:00:31			00:00:00	1	1	1	1	01			4		E46108					X	31.03.2026	11:00:31			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:00:31			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	60	KM									X					0	22400	0	0	X	nqCtqNQw7{6Bc5U1JWQ1K0		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		WB576244			0.000	0.000	0.000				
ROW43|700	9102256357	8	YZ01	8004	SCLADMIN	31.03.2026	11:10:29			00:00:00	1	1	1	1	01			4		E35512					X	31.03.2026	11:10:29			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:10:29			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	10	KM									X					0	40000	0	0	X	nqCtqNQw7{6Bc8GGbUmJD0		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		DL01LAL9013			0.000	0.000	0.000				
ROW44|700	9102256358	8	YZ01	5187	SCLADMIN	31.03.2026	11:10:30			00:00:00	1	1	1	1	01			4		E46108					X	31.03.2026	11:10:30			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:10:30			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	60	KM									X					0	22400	0	0	X	nqCtqNQw7{6Bc8GW23gJEW		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		WB67A9417			0.000	0.000	0.000				
ROW45|700	9102256359	8	YZ01	8068	SCLADMIN	31.03.2026	11:10:31			00:00:00	1	1	1	1	01			4		E47074					X	31.03.2026	11:10:31			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:10:31			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	49	KM									X					0	15700	0	0	X	nqCtqNQw7{6Bc8GiqbhJGm		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		WB25G3821			0.000	0.000	0.000				
ROW46|700	9102256365	8	YZ01	6457	SCLADMIN	31.03.2026	11:00:30			00:00:00	1	1	1	1	01			4		E46506					X	31.03.2026	11:00:30			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:00:30			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	39	KM									X					0	13300	0	0	X	3V2DFZPl7z6Bc5TdRxY4FG		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		WB65K1462			0.000	0.000	0.000				
ROW47|700	9102256366	8	YZ01	6457	SCLADMIN	31.03.2026	11:00:30			00:00:00	1	1	1	1	01			4		E46506					X	31.03.2026	11:00:30			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:00:30			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	39	KM									X					0	13300	0	0	X	3V2DFZPl7z6Bc5ThlkA4GG		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		WB65K1462			0.000	0.000	0.000				
ROW48|700	9102256367	8	YZ01	6753	SCLADMIN	31.03.2026	11:00:30			00:00:00	1	1	1	1	01			4		E09996					X	31.03.2026	11:00:30			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:00:30			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	10	KM									X					0	2400	0	0	X	3V2DFZPl7z6Bc5Tlxjz4H0		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		PB10HD2471			0.000	0.000	0.000				
ROW49|700	9102256368	8	YZ01	5187	SCLADMIN	31.03.2026	11:00:30			00:00:00	1	1	1	1	01			4		E46108					X	31.03.2026	11:00:30			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:00:30			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	60	KM									X					0	22400	0	0	X	3V2DFZPl7z6Bc5Tq9lD4H0		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		WB51A2046			0.000	0.000	0.000				
ROW50|700	9102256369	8	YZ01	5499	SCLADMIN	31.03.2026	11:00:31			00:00:00	1	1	1	1	01			4		E15075					X	31.03.2026	11:00:31			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:00:31			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	15	KM									X					0	3600	0	0	X	3V2DFZPl7z6Bc5TuGKD4IW		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		MH14HG6636			0.000	0.000	0.000				
ROW51|700	9102256370	8	YZ01	5499	SCLADMIN	31.03.2026	11:00:31			00:00:00	1	1	1	1	01			4		E15075					X	31.03.2026	11:00:31			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:00:31			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	15	KM									X					0	3600	0	0	X	3V2DFZPl7z6Bc5U0Fi64Jm		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		MH14HG6636			0.000	0.000	0.000				
ROW52|700	9102256371	8	YZ01	5187	SCLADMIN	31.03.2026	11:00:30			00:00:00	1	1	1	1	01			4		E46108					X	31.03.2026	11:00:30			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:00:30			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	60	KM									X					0	22400	0	0	X	2vgI6G5N7z6Bc5To3sO8V0		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		WB67B6479			0.000	0.000	0.000				
ROW53|700	9102256372	8	YZ01	6457	SCLADMIN	31.03.2026	11:00:31			00:00:00	1	1	1	1	01			4		E46506					X	31.03.2026	11:00:31			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:00:31			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	39	KM									X					0	13300	0	0	X	2vgI6G5N7z6Bc5TfZZE8Um		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		WB65J9279			0.000	0.000	0.000				
ROW54|700	9102256373	8	YZ01	6753	SCLADMIN	31.03.2026	11:00:31			00:00:00	1	1	1	1	01			4		E09996					X	31.03.2026	11:00:31			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:00:31			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	10	KM									X					0	2400	0	0	X	2vgI6G5N7z6Bc5T{GFT8Y0		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		PB54H7246			0.000	0.000	0.000				
ROW55|700	9102256375	8	YZ01	6968	SCLADMIN	31.03.2026	11:10:30			00:00:00	1	1	1	1	01			4		E11696					X	31.03.2026	11:10:30			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:10:30			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	100	KM									X					0	40000	0	0	X	2vgI6G5N7{6Bc8GbTH447m		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		HR45C8078			0.000	0.000	0.000				
ROW56|700	9102256376	8	YZ01	5187	SCLADMIN	31.03.2026	11:10:30			00:00:00	1	1	1	1	01			4		E46108					X	31.03.2026	11:10:30			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:10:30			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	60	KM									X					0	22400	0	0	X	2vgI6G5N7{6Bc8GfXjR49W		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		WB03A0227			0.000	0.000	0.000				
ROW57|700	9102256377	8	YZ01	4469	SCLADMIN	31.03.2026	11:10:31			00:00:00	1	1	1	1	01			4		E15542					X	31.03.2026	11:10:31			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:10:31			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	15	KM									X					0	3600	0	0	X	2vgI6G5N7{6Bc8GfXjZ49W		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		MH16DP9781			0.000	0.000	0.000				
ROW58|700	9102256378	8	YZ01	8068	SCLADMIN	31.03.2026	11:10:31			00:00:00	1	1	1	1	01			4		E47066					X	31.03.2026	11:10:31			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:10:31			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	39	KM									X					0	13300	0	0	X	2vgI6G5N7{6Bc8GsQqd4EW		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		WB25G3821			0.000	0.000	0.000				
ROW59|700	9102256379	8	YZ01	5187	SCLADMIN	31.03.2026	11:10:31			00:00:00	1	1	1	1	01			4		E46108					X	31.03.2026	11:10:31			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:10:31			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	60	KM									X					0	22400	0	0	X	2vgI6G5N7{6Bc8GwoOp4FW		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		WB039993			0.000	0.000	0.000				
ROW60|700	9102256395	8	YZ01	5187	SCLADMIN	31.03.2026	11:10:30			00:00:00	1	1	1	1	01			4		E46108					X	31.03.2026	11:10:30			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:10:30			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	60	KM									X					0	22400	0	0	X	3V2DFZPl7z6Bc8GQzA{Kx0		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		WB57B8526			0.000	0.000	0.000				
ROW61|700	9102256397	8	YZ01	4612	SCLADMIN	31.03.2026	11:10:31			00:00:00	1	1	1	1	01			4		E22571					X	31.03.2026	11:10:31			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:10:31			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	37	KM									X					0	12800	0	0	X	3V2DFZPl7z6Bc8GQzBEKx0		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		UP50CT8884			0.000	0.000	0.000				
ROW62|700	9102256398	8	YZ01	5187	SCLADMIN	31.03.2026	11:10:31			00:00:00	1	1	1	1	01			4		E46108					X	31.03.2026	11:10:31			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:10:31			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	60	KM									X					0	22400	0	0	X	3V2DFZPl7z6Bc8Gm1dKKzG		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		WB576811			0.000	0.000	0.000				
ROW63|700	9102256399	8	YZ01	4469	SCLADMIN	31.03.2026	11:10:31			00:00:00	1	1	1	1	01			4		E15542					X	31.03.2026	11:10:31			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:10:31			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	15	KM									X					0	3600	0	0	X	3V2DFZPl7z6Bc8GqBdUKzG		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		MH42T0312			0.000	0.000	0.000				
ROW64|700	9102256400	8	YZ01	8068	SCLADMIN	31.03.2026	11:10:31			00:00:00	1	1	1	1	01			4		E47074					X	31.03.2026	11:10:31			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:10:31			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	49	KM									X					0	15700	0	0	X	3V2DFZPl7z6Bc8Gm1dSKzG		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		WB25G3821			0.000	0.000	0.000				
ROW65|700	9102256402	8	YZ01	4439	SCLADMIN	31.03.2026	11:10:32			00:00:00	1	1	1	1	01			4		E50642					X	31.03.2026	11:10:32			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:10:32			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	10	KM									X					0	2400	0	0	X	nqCtqNQw7{6Bc8G{Xb3JJ0		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		KL10T0526			0.000	0.000	0.000				
ROW66|700	9102256403	8	YZ01	6851	SCLADMIN	31.03.2026	11:10:33			00:00:00	1	1	1	1	01			4		E25075					X	31.03.2026	11:10:33			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:10:33			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	61	KM									X					0	22600	0	0	X	nqCtqNQw7{6Bc8HJhRfJMm		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		BR01GK3013			0.000	0.000	0.000				
ROW67|700	9102256405	8	YZ01	6771	SCLADMIN	31.03.2026	11:10:33			00:00:00	1	1	1	1	01			4		E10012					X	31.03.2026	11:10:33			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:10:33			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	40	KM									X					0	13600	0	0	X	nqCtqNQw7{6Bc8HHi5zpL0		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		PB02EK3711			0.000	0.000	0.000				
ROW68|700	9102256406	8	YZ01	4974	SCLADMIN	31.03.2026	11:10:34			00:00:00	1	1	1	1	01			4		E44633					X	31.03.2026	11:10:34			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:10:34			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	55	KM									X					0	21200	0	0	X	nqCtqNQw7{6Bc8HLXuCpN0		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		WB971291			0.000	0.000	0.000				
ROW69|700	9102256413	8	YZ01	4469	SCLADMIN	31.03.2026	11:10:33			00:00:00	1	1	1	1	01			4		E15549					X	31.03.2026	11:10:33			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:10:33			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	30	KM									X					0	11200	0	0	X	3V2DFZPl7z6Bc8HIcmHL0m		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		MH16CD6750			0.000	0.000	0.000				
ROW70|700	9102256414	8	YZ01	5766	SCLADMIN	31.03.2026	11:10:33			00:00:00	1	1	1	1	01			4		E46796					X	31.03.2026	11:10:33			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:10:33			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	42	KM									X					0	14000	0	0	X	3V2DFZPl7z6Bc8HRnBgL2G		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		WB37E3538			0.000	0.000	0.000				
ROW71|700	9102256421	8	YZ01	5187	SCLADMIN	31.03.2026	11:10:32			00:00:00	1	1	1	1	01			4		E46108					X	31.03.2026	11:10:32			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:10:32			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	60	KM									X					0	22400	0	0	X	Y}BlgXPD7{6Bc8G}yURJCW		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		WB039993			0.000	0.000	0.000				
ROW72|700	9102256422	8	YZ01	4465	SCLADMIN	31.03.2026	11:10:32			00:00:00	1	1	1	1	01			4		E14702					X	31.03.2026	11:10:32			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:10:32			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	17	KM									X					0	4000	0	0	X	Y}BlgXPD7{6Bc8HD0cOJDm		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		MH25F6947			0.000	0.000	0.000				
ROW73|700	9102256423	8	YZ01	4440	SCLADMIN	31.03.2026	11:10:33			00:00:00	1	1	1	1	01			4		E55455					X	31.03.2026	11:10:33			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:10:33			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	10	KM									X					0	2400	0	0	X	Y}BlgXPD7{6Bc8HD0cWJDm		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		KA22AA3226			0.000	0.000	0.000				
ROW74|700	9102256424	8	YZ01	8063	SCLADMIN	31.03.2026	11:10:33			00:00:00	1	1	1	1	01			4		E46965					X	31.03.2026	11:10:33			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:10:33			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	35	KM									X					0	12400	0	0	X	Y}BlgXPD7{6Bc8HVJUjJI0		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		WB61A7288			0.000	0.000	0.000				
ROW75|700	9102256425	8	YZ01	4349	SCLADMIN	31.03.2026	11:10:34			00:00:00	1	1	1	1	01			4		E23132					X	31.03.2026	11:10:34			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:10:34			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	8	KM									X					0	1900	0	0	X	Y}BlgXPD7{6Bc8HZjS1JIW		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		TS08UA2507			0.000	0.000	0.000				
ROW76|700	9102256431	8	YZ01	4465	SCLADMIN	31.03.2026	11:10:32			00:00:00	1	1	1	1	01			4		E14702					X	31.03.2026	11:10:32			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:10:32			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	17	KM									X					0	4000	0	0	X	2vgI6G5N7{6Bc8GhVoD4AG		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		MH25F4547			0.000	0.000	0.000				
ROW77|700	9102256434	8	YZ01	4336	SCLADMIN	31.03.2026	11:10:33			00:00:00	1	1	1	1	01			4		E45864					X	31.03.2026	11:10:33			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:10:33			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	95	KM									X					0	34800	0	0	X	2vgI6G5N7{6Bc8HPMEK4NG		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		WB57A8773			0.000	0.000	0.000				
ROW78|700	9102256435	8	YZ01	4336	SCLADMIN	31.03.2026	11:10:33			00:00:00	1	1	1	1	01			4		E45864					X	31.03.2026	11:10:33			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:10:33			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	95	KM									X					0	34800	0	0	X	2vgI6G5N7{6Bc8HU9s44Om		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		WB67B0125			0.000	0.000	0.000				
ROW79|700	9102256446	8	YZ01	6836	SCLADMIN	31.03.2026	11:20:30			00:00:00	1	1	1	1	01			4		E35287					X	31.03.2026	11:20:30			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:20:30			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	10	KM									X					0	40000	0	0	X	2vgI6G5N7z6BcB3OvhK7FW		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		DL01LS2219			0.000	0.000	0.000				
