SESSION|QS4/700 located at connection[1] session[0]|user=QNOVATE8
SELFIELD|ctxtI11-LOW=C
TABLE|VFKK
TITLE|Data Browser: Table VFKK Select Entries      2,000
SBAR|Selection restricted to 2,000 hits
ALV|rows=2000|cols=18
HDR|MANDT	FKNUM	VBTYP	FKART	STERM	PRSDT	BUDAT	EXTI1	EXTI2	STBER	STFRE	STABR	ERNAM	ERDAT	ERZET	AENAM	AEDAT	AEZET	
ROW183|700	1100112122	a	Z001		11.11.2024				C	C	C	SCLADMIN	11.11.2024	17:00:32	SCLADMIN	11.11.2024	17:00:32	
ROW184|700	1100112217	a	Z001		11.11.2024				C	C	C	SCLADMIN	11.11.2024	18:30:31	SCLADMIN	11.11.2024	18:30:31	
ROW185|700	1100112228	a	Z001		11.11.2024				C	C	C	SCLADMIN	11.11.2024	18:30:31	SCLADMIN	11.11.2024	18:30:31	
ROW186|700	1100112256	a	Z001		11.11.2024				C	C	C	SCLADMIN	11.11.2024	18:40:32	SCLADMIN	11.11.2024	18:40:32	
ROW187|700	1100112271	a	Z001		11.11.2024				C	C	C	SCLADMIN	11.11.2024	18:40:32	SCLADMIN	11.11.2024	18:40:32	
ROW188|700	1100112998	a	Z001		13.11.2024				C	C	C	SCLADMIN	13.11.2024	18:00:33	SCLADMIN	13.11.2024	18:00:33	
ROW189|700	1100113007	a	Z001		13.11.2024				C	C	C	SCLADMIN	13.11.2024	18:00:33	SCLADMIN	13.11.2024	18:00:34	
ROW190|700	1100113390	a	Z001		14.11.2024				C	C	C	SCLADMIN	14.11.2024	17:50:32	SCLADMIN	14.11.2024	17:50:32	
ROW191|700	1100113412	a	Z001		14.11.2024				C	C	C	SCLADMIN	14.11.2024	17:50:32	SH01367	14.11.2024	17:52:30	
ROW192|700	1100113421	a	Z001		14.11.2024				C	C	C	SCLADMIN	14.11.2024	17:50:32	SCLADMIN	14.11.2024	17:50:32	
ROW193|700	1100113431	a	Z001		14.11.2024				C	C	C	SCLADMIN	14.11.2024	17:50:32	SCLADMIN	14.11.2024	17:50:32	
ROW194|700	1100113435	a	Z001		14.11.2024				C	C	C	SCLADMIN	14.11.2024	18:00:33	SCLADMIN	14.11.2024	18:00:33	
ROW195|700	1100113889	a	Z001		15.11.2024				C	C	C	SCLADMIN	15.11.2024	17:30:32	SCLADMIN	15.11.2024	17:30:32	
ROW196|700	1100113913	a	Z001		15.11.2024				C	C	C	SCLADMIN	15.11.2024	17:30:32	SCLADMIN	15.11.2024	17:30:32	
ROW197|700	1100113914	a	Z001		15.11.2024				C	C	C	SCLADMIN	15.11.2024	17:30:32	SCLADMIN	15.11.2024	17:30:32	
ROW198|700	1100113919	a	Z001		15.11.2024				C	C	C	SCLADMIN	15.11.2024	18:00:31	SH01367	15.11.2024	18:01:03	
ROW199|700	1100113921	a	Z001		15.11.2024				C	C	C	SCLADMIN	15.11.2024	17:30:32	SCLADMIN	15.11.2024	17:30:32	
ROW200|700	1100113922	a	Z001		15.11.2024				C	C	C	SCLADMIN	15.11.2024	17:30:32	SCLADMIN	15.11.2024	17:30:32	
