17.09.2026             Dynamic List Display                                                                       1


	VBELN	ERNAM	ERDAT	VSTEL	LFART	INCO1	ROUTE	LIFSK	KUNNR	WADAT_IST	WERKS	SDABW	WBSTK	ZZVBELN

	9004802822	S018220	25.07.2026	1009	ZNL	FTB	P84311		P6751		6751
	9004802823	S020982	25.07.2026	4413	ZSDN	EXW			0013000958	25.07.2026			C
	9004802824	S020982	25.07.2026	4501	ZSDN	EXW			0013000518	25.07.2026			C
	9004802825	SH01822	25.07.2026	3998	ZNP	FTP	E73987		0020349399	25.07.2026		SP01	C
	9004802826	S018220	25.07.2026	1009	ZNL	FTB	P56577		P6073		6073
	9004802827	SCLADMIN	25.07.2026	1040	ZNL	EXP	P24974		P5578	26.07.2026	5578	VT02	C
	9004802828	S020982	25.07.2026	3762	ZSDN	EXW			0013000518	25.07.2026			C
	9004802829	S020982	25.07.2026	5532	ZSDN	EXW			0013001590	25.07.2026			C
	9004802830	S018220	25.07.2026	1009	ZNL	FTB	P93302		P6771		6771
	9004802831	S020982	25.07.2026	3762	ZSDN	EXW			0013000518	25.07.2026			C
	9004802832	S020982	25.07.2026	4370	ZSDN	EXW			0013000516	25.07.2026			C
	9004802833	S020982	25.07.2026	4442	ZSDN	EXW			0013000516	25.07.2026			C
	9004802834	S013051	25.07.2026	1014	ZNL	EXP	Q00851		P1009	26.07.2026	1009		C
	9004802835	S013051	25.07.2026	1014	ZNL	EXP	Q00851		P1009	26.07.2026	1009		C
	9004802836	S013051	25.07.2026	1014	ZNL	EXP	Q00851		P1009	26.07.2026	1009		C
	9004802837	S013051	25.07.2026	1014	ZNL	EXP	Q00851		P1009	26.07.2026	1009		C
	9004802838	S013051	25.07.2026	1014	ZNL	EXP	Q00851		P1009	26.07.2026	1009		C
	9004802839	S013051	25.07.2026	1014	ZNL	EXP	Q00851		P1009	26.07.2026	1009		C
	9004802840	S013051	25.07.2026	1014	ZNL	EXP	Q00851		P1009	26.07.2026	1009		C
	9004802841	S013051	25.07.2026	1014	ZNL	EXP	Q00851		P1009	26.07.2026	1009		C
	9004802842	S013051	25.07.2026	1014	ZNL	EXP	Q00851		P1009	26.07.2026	1009		C
	9004802843	S013051	25.07.2026	1014	ZNL	EXP	Q00851		P1009	26.07.2026	1009		C
	9004802844	S018220	25.07.2026	1009	ZNL	FTB	P93302		P6771		6771
	9004802845	S020982	25.07.2026	4428	ZSDN	EXW			0013000396	25.07.2026			C
	9004802846	S020982	25.07.2026	3762	ZSDN	EXW			0013000518	25.07.2026			C
	9004802847	S013051	25.07.2026	1014	ZNL	EXP	Q00851		P1009	26.07.2026	1009		C
	9004802848	S013051	25.07.2026	1014	ZNL	EXP	Q00851		P1009	26.07.2026	1009		C
	9004802849	S013051	25.07.2026	1014	ZNL	EXP	Q00851		P1009	26.07.2026	1009		C
	9004802850	S013051	25.07.2026	1014	ZNL	EXP	Q00851		P1009	26.07.2026	1009		C
	9004802851	S013051	25.07.2026	1014	ZNL	EXP	Q00851		P1009	26.07.2026	1009		C
	9004802852	S013051	25.07.2026	1014	ZNL	EXP	Q00851		P1009	26.07.2026	1009		C
	9004802853	S013051	25.07.2026	1014	ZNL	EXP	Q00851		P1009	26.07.2026	1009		C
	9004802854	S013051	25.07.2026	1014	ZNL	EXP	Q00851		P1009	26.07.2026	1009		C
	9004802855	S013051	25.07.2026	1014	ZNL	EXP	Q00851		P1009	26.07.2026	1009		C
	9004802856	S013051	25.07.2026	1014	ZNL	EXP	Q00851		P1009	26.07.2026	1009		C
	9004802857	S013051	25.07.2026	1014	ZNL	EXP	Q00851		P1009	26.07.2026	1009		C
	9004802858	S013051	25.07.2026	1014	ZNL	EXP	Q00851		P1009	26.07.2026	1009		C
	9004802859	S013051	25.07.2026	1014	ZNL	EXP	Q00851		P1009	26.07.2026	1009		C
	9004802860	S013051	25.07.2026	1014	ZNL	EXP	Q00851		P1009	26.07.2026	1009		C
	9004802861	S013051	25.07.2026	1014	ZNL	EXP	Q00851		P1009		1009
	9004802862	S020982	25.07.2026	3762	ZSDN	EXW			0013000518	25.07.2026			C
	9004802863	S020982	25.07.2026	3797	ZSDN	EXW			0013000522	25.07.2026			C
	9004802864	S020982	25.07.2026	6735	ZSDN	EXW			0013000516	25.07.2026			C
	9004802865	S015365	25.07.2026	1042	ZNP	FTB	Q24347		0020247020
	9004802866	S018220	25.07.2026	1009	ZNL	FTB	P93600		P6819		6819
	9004802867	S018220	25.07.2026	1009	ZNL	FTB	P93600		P6819		6819
	9004802868	S020982	25.07.2026	4370	ZSDN	EXW			0013000175	25.07.2026			C
	9004802869	S020982	25.07.2026	4370	ZSDN	EXW			0013000175	25.07.2026			C
	9004802870	S020982	25.07.2026	4447	ZSDN	EXW			0013001386	25.07.2026			C
	9004802871	SCLADMIN	25.07.2026	1000	ZNL	FOR	P39476		P1000	25.07.2026	1000		C
	9004802872	SCLADMIN	25.07.2026	1000	ZNL	FOR	P39476		P1000	25.07.2026	1000		C
	9004802873	S020982	25.07.2026	4486	ZSDN	EXW			0013001612	25.07.2026			C
	9004802874	S015365	25.07.2026	1042	ZNP	FTB	Q24347		0020247020
	9004802875	S018220	25.07.2026	1009	ZNL	FTB	P93598		P6820		6820
	9004802876	S020982	25.07.2026	4486	ZSDN	EXW			0013001612	25.07.2026			C
	9004802877	S011627	25.07.2026	1011	ZLF	FTB	P99597		0011060614	26.07.2026			C
	9004802878	S020982	25.07.2026	3762	ZSDN	EXW			0013000518	25.07.2026			C
	9004802879	S011627	25.07.2026	1011	ZLF	FTB	P99597		0011060614	26.07.2026			C
	9004802880	S020982	25.07.2026	3762	ZSDN	EXW			0013000518	25.07.2026			C
	9004802881	S020982	25.07.2026	4098	ZSDN	EXW			0013001425	25.07.2026			C
	9004802882	S020982	25.07.2026	4375	ZSDN	EXW	E55412		0013000490	25.07.2026			C
	9004802883	S020982	25.07.2026	3762	ZSDN	EXW			0013000518	25.07.2026			C
	9004802884	S020982	25.07.2026	4438	ZSDN	EXW			0013000516	25.07.2026			C
	9004802885	S020982	25.07.2026	3762	ZSDN	EXW			0013000518	25.07.2026			C
	9004802886	SCLADMIN	25.07.2026	2112	ZRMC	FTB	RT0001		0011114415	25.07.2026			C
	9004802887	S020982	25.07.2026	4450	ZSDN	EXW	E50699		0013001590	25.07.2026			C
	9004802888	S020982	25.07.2026	3762	ZSDN	EXW			0013000518	25.07.2026			C
	9004802889	S020982	25.07.2026	3762	ZSDN	EXW			0013000518	25.07.2026			C
	9004802890	S020982	25.07.2026	8181	ZSDN	EXW			0013001590	25.07.2026			C
	9004802891	SCLADMIN	25.07.2026	1000	ZNL	FOR	P39476		P1000	26.07.2026	1000		C
	9004802892	S016278	25.07.2026	1040	ZNP	FTB	Q31247		0020086196
	9004802893	S016278	25.07.2026	1040	ZNP	FTB	Q31247		0011023653
	9004802894	S016278	25.07.2026	1040	ZNP	FTB	Q31247		0020086196	26.07.2026			C
	9004802895	S016278	25.07.2026	1040	ZNP	FTB	Q38729		0020197676	26.07.2026			C
	9004802896	S020714	25.07.2026	1005	ZNP	FTB	Q25482		0020328551	26.07.2026			C
	9004802897	S013488	25.07.2026	7683	ZLF	FTB	E36871		0020298785	25.07.2026		SP09	C
	9004802898	SCLADMIN	25.07.2026	2120	ZRMC	FTB	RT0001		0020345473	25.07.2026			C
	9004802899	S016278	25.07.2026	1040	ZNP	FTB	Q38479		0020078708
	9004802900	SCLADMIN	25.07.2026	2102	ZRMC	FTB	RT0001		0011114487	25.07.2026			C
	9004802901	SCLADMIN	25.07.2026	2116	ZRMC	FTB	RT0001		0020370902	25.07.2026			C
	9004802902	S018220	25.07.2026	1009	ZNL	FTB	Q75522		P3905		3905
	9004802903	S018209	25.07.2026	1079	ZNP	FTB	Q43546		0020217748	26.07.2026			C
	9004802904	S017628	25.07.2026	1045	ZNP	FTB	Q32508		0020148265	26.07.2026			C
	9004802905	S017628	25.07.2026	1045	ZNP	FTB	Q32508		0020148265	26.07.2026			C
	9004802906	S018220	25.07.2026	1009	ZNL	FTB	R12079		P8243		8243
	9004802907	S018220	25.07.2026	1009	ZNL	FTB	R12079		P8243		8243
	9004802908	S018220	25.07.2026	1009	ZNL	FTB	P56575		P6069		6069
	9004802909	S020714	25.07.2026	1005	ZNL	FTB	Q00666		P6835	26.07.2026	6835		C
	9004802910	SCLADMIN	25.07.2026	1070	ZNL	EXP	P24975		P5579	26.07.2026	5579	VT02	C
	9004802911	SH01727	25.07.2026	8168	ZNP	FTP	E47224		0020190151	25.07.2026		SP05	C
	9004802912	S011627	25.07.2026	1011	ZLF	FTB	P99597		0011060358	26.07.2026			C
	9004802913	S011627	25.07.2026	1011	ZLF	FTB	P99597		0011060358	26.07.2026			C
	9004802914	S017789	25.07.2026	1004	ZNL	FTB	P55472		P7678	26.07.2026	7678		C
	9004802915	S017789	25.07.2026	1004	ZNL	FTB	P55472		P7678	26.07.2026	7678		C
	9004802916	S017789	25.07.2026	1004	ZNL	FTB	P55472		P7678	26.07.2026	7678		C
	9004802917	S017789	25.07.2026	1004	ZNL	FTB	P55472		P7678	26.07.2026	7678		C
	9004802918	S017789	25.07.2026	1004	ZNL	FTB	P55472		P7678	26.07.2026	7678		C
	9004802919	SCLADMIN	25.07.2026	2120	ZRMC	FTB	RT0001		0020345473	25.07.2026			C
	9004802920	S011337	25.07.2026	1002	ZLF	FTB	Q06820		0020052990	26.07.2026			C
	9004802921	SH00886	25.07.2026	4561	ZNP	FTP	E16910		0020310627	25.07.2026		SP01	C
	9004802922	SH01727	25.07.2026	8168	ZNP	FTP	E47228		0020225183	25.07.2026		SP05	C
	9004802923	S004614	25.07.2026	1073	ZNP	FTB	Q21868		0020129654	26.07.2026			C
	9004802924	S004614	25.07.2026	1073	ZNP	FTB	Q21652		0020364574	26.07.2026			C
	9004802925	SH00886	25.07.2026	4561	ZNP	FTP	E16910		0020310627	25.07.2026		SP07	C
	9004802926	S018209	25.07.2026	1079	ZNP	FTB	Q88937		0040098917	26.07.2026			C
	9004802927	S018209	25.07.2026	1079	ZNP	FTB	Q43569		0040042203	26.07.2026			C
	9004802928	SCLADMIN	25.07.2026	2126	ZRMC	FTB	RT0001		0011113338	25.07.2026			C
	9004802929	S018220	25.07.2026	1009	ZNP	FTB	Q10289		0020208508	26.07.2026			C
	9004802930	SCLADMIN	25.07.2026	1070	ZNL	EXP	P24975		P5579	26.07.2026	5579	VT02	C
	9004802931	S018209	26.07.2026	1079	ZNP	FTB	Q43685		0020053128	26.07.2026			C
	9004802932	SH01640	26.07.2026	5685	ZLF	FTB	E16287		0020259004	26.07.2026		SP07	C
	9004802933	S018220	26.07.2026	1009	ZNL	FTB	Q75522		P3905	26.07.2026	3905		C
	9004802934	S018220	26.07.2026	1009	ZNL	FTB	P56575		P6069	26.07.2026	6069		C
	9004802935	S018220	26.07.2026	1009	ZNL	FTB	R12079		P8243	27.07.2026	8243		C
	9004802936	S018220	26.07.2026	1009	ZNL	FTB	R12079		P8243		8243
	9004802937	SH01640	26.07.2026	5685	ZLF	FTB	E16287		0020259004	26.07.2026		SP07	C
	9004802938	SH01640	26.07.2026	5685	ZLF	FTB	E16279		0020359991	26.07.2026		SP07	C
	9004802939	S018209	26.07.2026	1079	ZNP	FTB	Q43684		0020195095	26.07.2026			C
	9004802940	S013608	26.07.2026	1042	ZNP	FTB	Q23841		0020141168	26.07.2026			C
	9004802941	S016470	26.07.2026	1044	ZNP	FTB	Q30147		0020178851
	9004802942	SCLADMIN	26.07.2026	2112	ZRMC	FTB	RT0001		0011114415	26.07.2026			C
	9004802943	S021099	26.07.2026	1010	ZLF	FTB	Q16952		0020344876	26.07.2026			C
	9004802944	S013608	26.07.2026	1042	ZNP	FTB	Q23841		0040015331	26.07.2026			C
	9004802945	SCLADMIN	26.07.2026	1000	ZNL	FOR	P39476		P1000	26.07.2026	1000		C
	9004802946	SCLADMIN	26.07.2026	1000	ZNL	FOR	P39476		P1000	26.07.2026	1000		C
	9004802947	SCLADMIN	26.07.2026	2116	ZRMC	FTB	RT0001		0020370902	26.07.2026			C
	9004802948	S004614	26.07.2026	1073	ZNL	FTB	P24731		P5458	26.07.2026	5458		C
	9004802949	SCLADMIN	26.07.2026	1000	ZNL	FOR	P39476		P1000	26.07.2026	1000		C
	9004802950	SCLADMIN	26.07.2026	1000	ZNL	FOR	P39476		P1000	26.07.2026	1000		C
	9004802951	SCLADMIN	26.07.2026	1070	ZNL	EXP	P24975		P5579	26.07.2026	5579	VT02	C
	9004802952	SCLADMIN	26.07.2026	2102	ZRMC	FTB	RT0001		0011102326	26.07.2026			C
	9004802953	S010776	26.07.2026	1009	ZNL	FTB	P93598		P6820		6820
	9004802954	S010776	26.07.2026	1009	ZNL	FTB	P74067		P4906	28.07.2026	4906		C
	9004802955	S010776	26.07.2026	1009	ZNL	FTB	P57020		P6110	26.07.2026	6110		C
	9004802956	SCLADMIN	26.07.2026	1000	ZNL	FOR	P39476		P1000	26.07.2026	1000		C
	9004802957	SCLADMIN	26.07.2026	1000	ZNL	FOR	P39476		P1000	26.07.2026	1000		C
	9004802958	S010776	26.07.2026	1009	ZNP	FTB	Q10290		0011034337
	9004802959	S010776	26.07.2026	1009	ZNP	FTB	Q10290		0011034337	26.07.2026			C
	9004802960	S010776	26.07.2026	1009	ZNL	FTB	P93598		P6820	26.07.2026	6820		C
	9004802961	S010776	26.07.2026	1009	ZNL	FTB	P93600		P6819		6819
	9004802962	S010776	26.07.2026	1009	ZNL	FTB	P93600		P6819	26.07.2026	6819		C
	9004802963	SCLADMIN	26.07.2026	1000	ZNL	FOR	P39476		P1000	26.07.2026	1000		C
	9004802964	SCLADMIN	26.07.2026	1000	ZNL	FOR	P39476		P1000	26.07.2026	1000		C
	9004802965	S010776	26.07.2026	1009	ZNL	FTB	P93302		P6771	26.07.2026	6771		C
	9004802966	SCLADMIN	26.07.2026	1000	ZNL	FOR	P39476		P1000	26.07.2026	1000		C
	9004802967	S010776	26.07.2026	1009	ZNL	FTB	P93302		P6771	26.07.2026	6771		C
	9004802968	S010776	26.07.2026	1009	ZNL	FTB	P56577		P6073	26.07.2026	6073		C
	9004802969	S016278	26.07.2026	1040	ZNP	FTB	Q38389		0020197295	26.07.2026			C
	9004802970	S016278	26.07.2026	1040	ZNP	FTB	Q38546		0020173361
	9004802971	S016278	26.07.2026	1040	ZNP	FTB	Q38735		0020267560	27.07.2026			C
	9004802972	S010776	26.07.2026	1009	ZNL	FTB	P84311		P6751	26.07.2026	6751		C
	9004802973	S016278	26.07.2026	1040	ZNP	FTB	Q38530		0020345008	26.07.2026			C
	9004802974	S016278	26.07.2026	1040	ZNP	FTB	Q38582		0020035794
	9004802975	S016278	26.07.2026	1040	ZNP	FTB	Q31186		0020271580	26.07.2026			C
	9004802976	S016278	26.07.2026	1040	ZNP	FTB	Q38725		0020120020
	9004802977	S016278	26.07.2026	1040	ZNP	FTB	Q38725		0020120020
	9004802978	SCLADMIN	26.07.2026	1000	ZNL	FOR	P39476		P1000	26.07.2026	1000		C
	9004802979	S014294	26.07.2026	1304	ZLF	FTB	Q13990		0020372885	26.07.2026			C
	9004802980	S014294	26.07.2026	1304	ZLF	FTB	Q13990		0020372885	26.07.2026			C
	9004802981	S014294	26.07.2026	1304	ZLF	FTB	Q13990		0020372885	26.07.2026			C
	9004802982	SCLADMIN	26.07.2026	2104	ZRMC	FTB	RT0001		0020311046	26.07.2026			C
	9004802983	S014294	26.07.2026	1304	ZLF	FTB	Q14126		0020373209	26.07.2026			C
	9004802984	S014294	26.07.2026	1304	ZLF	FTB	Q14068		0020346985	26.07.2026			C
	9004802985	S014294	26.07.2026	1304	ZLF	FTB	Q13469		0020332256	26.07.2026			C
	9004802986	S018137	26.07.2026	1011	ZLF	EXW	Q17103		0011060917	26.07.2026			C
	9004802987	S014294	26.07.2026	1304	ZLF	FTB	Q14106		0020373210	26.07.2026			C
	9004802988	SCLADMIN	26.07.2026	2116	ZRMC	FTB	RT0001		0020370902	26.07.2026			C
	9004802989	SCLADMIN	26.07.2026	1000	ZNL	FOR	P39476		P1000	26.07.2026	1000		C
	9004802990	SCLADMIN	26.07.2026	1000	ZNL	FOR	P39476		P1000	26.07.2026	1000		C
	9004802991	S014294	26.07.2026	1304	ZLF	FTB	Q14230		0020319918	27.07.2026			C
	9004802992	S014294	26.07.2026	1304	ZLF	FTB	Q14774		0020313554	26.07.2026			C
	9004802993	S014294	26.07.2026	1304	ZLF	FTB	Q14807		0020348148	26.07.2026			C
	9004802994	S018137	26.07.2026	1010	ZNP	FTB	Q25537		0020349070	26.07.2026			C
	9004802995	S014294	26.07.2026	1304	ZLF	FTB	Q14773		0020373214	26.07.2026			C
	9004802996	S014294	26.07.2026	1304	ZNP	FTB	Q14091		0011088129	26.07.2026			C
	9004802997	S020982	26.07.2026	1073	ZSDN	EXW			0013001665	26.07.2026			C
	9004802998	S020982	26.07.2026	1073	ZSDN	EXW			0013001264	26.07.2026			C
	9004802999	SCLADMIN	26.07.2026	1000	ZNL	FOR	P39476		P1000	26.07.2026	1000		C
	9004803000	S020982	26.07.2026	1073	ZSDN	EXW			0013000522	26.07.2026			C
	9004803001	SCLADMIN	26.07.2026	1040	ZNL	EXP	P24974		P5578	26.07.2026	5578	VT02	C
	9004803002	S020982	26.07.2026	1073	ZSDN	EXW			0013001264	26.07.2026			C
	9004803003	S020982	26.07.2026	1073	ZSDN	EXW			0013001264	26.07.2026			C
	9004803004	S020982	26.07.2026	1073	ZSDN	EXW			0013001264	26.07.2026			C
	9004803005	S016278	26.07.2026	1040	ZNP	FTB	Q31186		0020271580	26.07.2026			C
	9004803006	S020982	26.07.2026	1073	ZSDN	EXW			0013001264	26.07.2026			C
	9004803007	S020982	26.07.2026	1073	ZSDN	EXW			0013001264	26.07.2026			C
	9004803008	S020982	26.07.2026	1073	ZSDN	EXW			0013001264	26.07.2026			C
	9004803009	S014294	26.07.2026	1304	ZNL	FTB	Q75509		P3889	26.07.2026	3889		C
	9004803010	S020982	26.07.2026	1073	ZSDN	EXW			0013001264	26.07.2026			C
	9004803011	S020982	26.07.2026	1073	ZSDN	EXW			0013001264	26.07.2026			C
	9004803012	S020982	26.07.2026	1073	ZSDN	EXW			0013001264	26.07.2026			C
	9004803013	S020982	26.07.2026	1073	ZSDN	EXW			0013001264	26.07.2026			C
	9004803014	S020982	26.07.2026	1073	ZSDN	EXW			0013001264	26.07.2026			C
	9004803015	S020982	26.07.2026	1073	ZSDN	EXW			0013001264	26.07.2026			C
	9004803016	S014294	26.07.2026	1304	ZNL	FTB	R03798		P3942		3942
	9004803017	S020982	26.07.2026	1073	ZSDN	EXW			0013001681	26.07.2026			C
	9004803018	SCLADMIN	26.07.2026	1000	ZNL	FOR	P39476		P1000	26.07.2026	1000		C
	9004803019	SCLADMIN	26.07.2026	1000	ZNL	FOR	P39476		P1000	26.07.2026	1000		C
	9004803020	S020982	26.07.2026	1073	ZSDN	EXW			0013001264	26.07.2026			C
	9004803021	SCLADMIN	26.07.2026	1070	ZNL	EXP	P24975		P5579	26.07.2026	5579	VT02	C
	9004803022	S020982	26.07.2026	1073	ZSDN	EXW			0013001264	26.07.2026			C
	9004803023	S020982	26.07.2026	1073	ZSDN	EXW			0013001665	26.07.2026			C
	9004803024	S018209	26.07.2026	1079	ZLF	EXW	Q41773		0011091748	26.07.2026			C
	9004803025	S018209	26.07.2026	1079	ZLF	EXW	Q41773		0011091748	26.07.2026			C
	9004803026	S020982	26.07.2026	1073	ZSDN	EXW			0013001264	26.07.2026			C
	9004803027	S018209	26.07.2026	1079	ZLF	EXW	Q41773		0011091748	26.07.2026			C
	9004803028	S020982	26.07.2026	1073	ZSDN	EXW			0013001264	26.07.2026			C
	9004803029	S018209	26.07.2026	1079	ZLF	EXW	Q41773		0011091748	26.07.2026			C
	9004803030	S020982	26.07.2026	1073	ZSDN	EXW			0013001264	26.07.2026			C
	9004803031	S020982	26.07.2026	1073	ZSDN	EXW			0013001264	26.07.2026			C
	9004803032	S020982	26.07.2026	1073	ZSDN	EXW			0013001264	26.07.2026			C
	9004803033	S020982	26.07.2026	1073	ZSDN	EXW			0013001264	26.07.2026			C
	9004803034	S020982	26.07.2026	1073	ZSDN	EXW			0013000475	26.07.2026			C
	9004803035	S020982	26.07.2026	1073	ZSDN	EXW			0013001264	26.07.2026			C
	9004803036	S020982	26.07.2026	1073	ZSDN	EXW			0013001264	26.07.2026			C
	9004803037	S020982	26.07.2026	1073	ZSDN	EXW			0013001264	26.07.2026			C
	9004803038	S018209	26.07.2026	1070	ZLF	EXW	Q20721		0020246132	26.07.2026			C
	9004803039	S018209	26.07.2026	1070	ZLF	EXW	Q20721		0020246132	26.07.2026			C
	9004803040	S020982	26.07.2026	1073	ZSDN	EXW			0013001264	26.07.2026			C
	9004803041	S020982	26.07.2026	1073	ZSDN	EXW			0013001264	26.07.2026			C
	9004803042	S020982	26.07.2026	1073	ZSDN	EXW			0013001665	26.07.2026			C
	9004803043	S020982	26.07.2026	1073	ZSDN	EXW			0013000823	26.07.2026			C
	9004803044	S020982	26.07.2026	1073	ZSDN	EXW			0013001264	26.07.2026			C
	9004803045	S020982	26.07.2026	1073	ZSDN	EXW			0013001264	26.07.2026			C
	9004803046	S020982	26.07.2026	1073	ZSDN	EXW			0013001264	26.07.2026			C
	9004803047	S020982	26.07.2026	1073	ZSDN	EXW			0013001264	26.07.2026			C
	9004803048	S020982	26.07.2026	1073	ZSDN	EXW			0013001264	26.07.2026			C
	9004803049	S020982	26.07.2026	1073	ZSDN	EXW			0013001264	26.07.2026			C
	9004803050	S020982	26.07.2026	1073	ZSDN	EXW			0013001264	26.07.2026			C
	9004803051	S020982	26.07.2026	1073	ZSDN	EXW			0013001264	26.07.2026			C
	9004803052	S020982	26.07.2026	1073	ZSDN	EXW			0013001264	26.07.2026			C
	9004803053	S020982	26.07.2026	1073	ZSDN	EXW			0013001264	26.07.2026			C
	9004803054	S020982	26.07.2026	1073	ZSDN	EXW			0013001264	26.07.2026			C
	9004803055	SCLADMIN	26.07.2026	1000	ZNL	FOR	P39476		P1000	26.07.2026	1000		C
	9004803056	S020982	26.07.2026	1073	ZSDN	EXW			0013000823	26.07.2026			C
	9004803057	S020982	26.07.2026	1073	ZSDN	EXW			0013001264	26.07.2026			C
	9004803058	S020982	26.07.2026	1073	ZSDN	EXW			0013001264	26.07.2026			C
	9004803059	S020982	26.07.2026	1073	ZSDN	EXW			0013001264	26.07.2026			C
	9004803060	S020982	26.07.2026	1073	ZSDN	EXW			0013001264	26.07.2026			C
	9004803061	S020982	26.07.2026	1073	ZSDN	EXW			0013001264	26.07.2026			C
	9004803062	S020982	26.07.2026	1073	ZSDN	EXW			0013001264	26.07.2026			C
	9004803063	S020982	26.07.2026	1073	ZSDN	EXW			0013001264	26.07.2026			C
	9004803064	S020982	26.07.2026	1073	ZSDN	EXW			0013001264	26.07.2026			C
	9004803065	S020982	26.07.2026	1073	ZSDN	EXW			0013001264	26.07.2026			C
	9004803066	S020982	26.07.2026	1073	ZSDN	EXW			0013001264	26.07.2026			C
	9004803067	S020982	26.07.2026	1073	ZSDN	EXW			0013001264	26.07.2026			C
	9004803068	S020982	26.07.2026	1073	ZSDN	EXW			0013001264	26.07.2026			C
	9004803069	S020982	26.07.2026	1073	ZSDN	EXW			0013000823	26.07.2026			C
	9004803070	S020982	26.07.2026	1073	ZSDN	EXW			0013001264	26.07.2026			C
	9004803071	S020982	26.07.2026	1073	ZSDN	EXW			0013001264	26.07.2026			C
	9004803072	S018137	26.07.2026	1010	ZNP	FTB	Q16477		0020364805	26.07.2026			C
	9004803073	S020982	26.07.2026	1073	ZSDN	EXW			0013001264	26.07.2026			C
	9004803074	S020982	26.07.2026	1073	ZSDN	EXW			0013001264	26.07.2026			C
	9004803075	S018209	26.07.2026	1070	ZNP	FTB	Q89368		0020347059	26.07.2026			C
	9004803076	S018137	26.07.2026	1010	ZNP	FTB	Q93963		0020369997	26.07.2026			C
	9004803077	S020982	26.07.2026	1073	ZSDN	EXW			0013001264	26.07.2026			C
	9004803078	S020982	26.07.2026	1073	ZSDN	EXW			0013001264	26.07.2026			C
	9004803079	S018137	26.07.2026	1010	ZNP	FTB	Q93972		0020369995	26.07.2026			C
	9004803080	S020982	26.07.2026	1073	ZSDN	EXW			0013001264	26.07.2026			C
	9004803081	S020982	26.07.2026	1073	ZSDN	EXW			0013001264	26.07.2026			C
	9004803082	S020982	26.07.2026	1073	ZSDN	EXW			0013001665	26.07.2026			C
	9004803083	S020982	26.07.2026	1073	ZSDN	EXW			0013001264	26.07.2026			C
	9004803084	S018209	26.07.2026	1079	ZNL	EXP	Q43834		P4494	26.07.2026	4494		C
	9004803085	S020982	26.07.2026	1073	ZSDN	EXW			0013001264	26.07.2026			C
	9004803086	S020982	26.07.2026	1073	ZSDN	EXW			0013001264	26.07.2026			C
	9004803087	S020982	26.07.2026	1073	ZSDN	EXW			0013001264	26.07.2026			C
	9004803088	S020982	26.07.2026	1073	ZSDN	EXW			0013001264	26.07.2026			C
	9004803089	S020982	26.07.2026	1073	ZSDN	EXW			0013001264	26.07.2026			C
	9004803090	SCLADMIN	26.07.2026	2120	ZRM2	FTB	RT0001		0020346400	26.07.2026			C
	9004803091	S020982	26.07.2026	1073	ZSDN	EXW			0013001681	26.07.2026			C
	9004803092	S020982	26.07.2026	1073	ZSDN	EXW			0013001264	26.07.2026			C
	9004803093	S020982	26.07.2026	1073	ZSDN	EXW			0013001264	26.07.2026			C
	9004803094	S020982	26.07.2026	1073	ZSDN	EXW			0013001264	26.07.2026			C
	9004803095	S020982	26.07.2026	1073	ZSDN	EXW			0013000823	26.07.2026			C
	9004803096	S020982	26.07.2026	1073	ZSDN	EXW			0013001264	26.07.2026			C
	9004803097	S020982	26.07.2026	1073	ZSDN	EXW			0013000516	26.07.2026			C
	9004803098	S020982	26.07.2026	1073	ZSDN	EXW			0013001264	26.07.2026			C
	9004803099	S018137	26.07.2026	1010	ZNL	FTB	Q00718		P6837	26.07.2026	6837		C
	9004803100	S020982	26.07.2026	1073	ZSDN	EXW			0013001227	26.07.2026			C
	9004803101	S020982	26.07.2026	1073	ZSDN	EXW			0013001264	26.07.2026			C
	9004803102	SCLADMIN	26.07.2026	2116	ZRMC	FTB	RT0001		0020370902	26.07.2026			C
	9004803103	S020982	26.07.2026	1073	ZSDN	EXW			0013000516	26.07.2026			C
	9004803104	S020982	26.07.2026	1073	ZSDN	EXW			0013000522	26.07.2026			C
	9004803105	S020982	26.07.2026	1073	ZSDN	EXW			0013001264	26.07.2026			C
	9004803106	SCLADMIN	26.07.2026	1000	ZNL	FOR	P39476		P1000	26.07.2026	1000		C
	9004803107	S020982	26.07.2026	1073	ZSDN	EXW			0013001276	26.07.2026			C
	9004803108	S020982	26.07.2026	1073	ZSDN	EXW			0013001264	26.07.2026			C
	9004803109	S020982	26.07.2026	1073	ZSDN	EXW			0013001264	26.07.2026			C
	9004803110	S020982	26.07.2026	1073	ZSDN	EXW			0013001264	26.07.2026			C
	9004803111	S020982	26.07.2026	1073	ZSDN	EXW			0013001264	26.07.2026			C
	9004803112	S020982	26.07.2026	1073	ZSDN	EXW			0013000823	26.07.2026			C
	9004803113	S020982	26.07.2026	1073	ZSDN	EXW			0013001264	26.07.2026			C
	9004803114	S020982	26.07.2026	1073	ZSDN	EXW			0013001264	26.07.2026			C
	9004803115	S020982	26.07.2026	1073	ZSDN	EXW			0013001264	26.07.2026			C
	9004803116	S020982	26.07.2026	1073	ZSDN	EXW			0013001264	26.07.2026			C
	9004803117	S020982	26.07.2026	1073	ZSDN	EXW			0013001264	26.07.2026			C
	9004803118	S020982	26.07.2026	1073	ZSDN	EXW			0013001264	26.07.2026			C
