17.09.2026              Dynamic List Display                                                                        1


	VBELN	ERNAM	ERDAT	VSTEL	LFART	INCO1	ROUTE	LIFSK	KUNNR	WADAT_IST	WERKS	SDABW	WBSTK	ZZVBELN

	9004942151	SCLADMIN	09.08.2026	2120	ZRMC	FTB	RT0001		0020303214	09.08.2026			C
	9004942152	SH01814	09.08.2026	3916	ZNP	FTP	E64823		0020365669	09.08.2026		SP01	C
	9004942153	SH01096	09.08.2026	6785	ZNP	FTB	D41492		0020361485	09.08.2026		SP08	C
	9004942154	SCLADMIN	09.08.2026	1000	ZNL	FOR	P39476		P1000	09.08.2026	1000		C
	9004942155	SH01592	09.08.2026	6712	ZNP	FTP	E53514		0020208241	09.08.2026		SP01	C
	9004942156	SH01794	09.08.2026	3853	ZLF	FTB	E61445		0020351877	09.08.2026		SP01	C
	9004942157	SH01577	09.08.2026	6724	ZNP	FTB	D33506		0020114130	09.08.2026		SP01	C
	9004942158	S022728	09.08.2026	1304	ZNL	FTB	R12031		P3974		3974		A
	9004942159	S020714	09.08.2026	1005	ZNP	FTB	Q09308		0020106619	10.08.2026			C
	9004942160	SH00498	09.08.2026	6834	ZNP	FTP	E00138		0011103944	09.08.2026		SP01	C
	9004942161	S020714	09.08.2026	1005	ZNL	FTB	Q00675		P6844	09.08.2026	6844		C
	9004942162	S020714	09.08.2026	1005	ZNL	FTB	Q00675		P6844	10.08.2026	6844		C
	9004942163	S020415	09.08.2026	1004	ZNP	FTB	P99025		0020334772	09.08.2026			C
	9004942164	SH01290	09.08.2026	6846	ZNP	FTP	E35469		0020059966	09.08.2026		SP01	C
	9004942165	SH01577	09.08.2026	6724	ZNP	FTB	D33506		0020114130	09.08.2026		SP01	C
	9004942166	SH01823	09.08.2026	3977	ZNP	FTP	E73975		0020368744	09.08.2026		SP01	C
	9004942167	SH01814	09.08.2026	3916	ZNP	FTP	E64828		0020211477	09.08.2026		SP01	C
	9004942168	SH01575	09.08.2026	6425	ZNP	FTB	D37415		0020370500	09.08.2026		SP01	C
	9004942169	SCLADMIN	09.08.2026	1000	ZNL	FOR	P39476		P1000	09.08.2026	1000		C
	9004942170	SCLADMIN	09.08.2026	1070	ZNL	EXP	P24975		P5579	09.08.2026	5579	VT02	C
	9004942171	SH01577	09.08.2026	6724	ZNP	FTB	D33506		0020114130	09.08.2026		SP01	C
	9004942172	SH01367	09.08.2026	5254	ZNP	FTB	E38734		0020315308	09.08.2026		SP05	C
	9004942173	SH01577	09.08.2026	6724	ZNP	FTB	D33506		0020114130	09.08.2026		SP01	C
	9004942174	SH01739	09.08.2026	3974	ZNP	FTP	E74860		0020160388	09.08.2026		SP01	C
	9004942175	SH00355	09.08.2026	6830	ZNP	FTP	D41912		0011018007	09.08.2026		SP01	C
	9004942176	SH01290	09.08.2026	6846	ZNP	FTP	E35469		0020059966	09.08.2026		SP03	C
	9004942177	SH01367	09.08.2026	5254	ZNP	FTB	E38742		0020284008	09.08.2026		SP05	C
	9004942178	SCLADMIN	09.08.2026	2108	ZRMC	FTB	RT0001		0011087116	09.08.2026			C
	9004942179	S020714	09.08.2026	1005	ZNL	FTB	Q00677		P6846	10.08.2026	6846		C
	9004942180	S020714	09.08.2026	1005	ZNL	FTB	Q00677		P6846	09.08.2026	6846		C
	9004942181	S020714	09.08.2026	1005	ZNL	FTB	Q00677		P6846	10.08.2026	6846		C
	9004942182	S022728	09.08.2026	1304	ZNL	FTB	R12031		P3974		3974		A
	9004942183	SH01367	09.08.2026	5254	ZNP	FTB	E38743		0020328834	09.08.2026		SP05	C
	9004942184	SH01577	09.08.2026	6724	ZNP	FTB	D33507		0020237135	09.08.2026		SP01	C
	9004942185	SCLADMIN	09.08.2026	1000	ZNL	FOR	P39476		P1000	09.08.2026	1000		C
	9004942186	SH01367	09.08.2026	5254	ZNP	FTB	E38746		0020325884	09.08.2026		SP05	C
	9004942187	SH01575	09.08.2026	6425	ZNP	FTB	D37415		0020370500	09.08.2026		SP01	C
	9004942188	SH01577	09.08.2026	6724	ZNP	FTB	D33507		0020237135	09.08.2026		SP01	C
	9004942189	SH00355	09.08.2026	6830	ZNP	FTP	D41912		0011039543	09.08.2026		SP01	C
	9004942190	SH01367	09.08.2026	5254	ZNP	FTB	E38734		0020283877	09.08.2026		SP05	C
	9004942191	S004614	09.08.2026	1073	ZNP	FTB	Q21682		0020356587	10.08.2026			C
	9004942192	SH01291	09.08.2026	6835	ZNP	FTP	E35269		0011032429	09.08.2026		SP03	C
	9004942193	S020589	09.08.2026	1040	ZNP	FTB	Q31687		0040043729
	9004942194	SH01697	09.08.2026	6967	ZNP	FTB	D98402		0020286358	09.08.2026		SP01	C
	9004942195	S020589	09.08.2026	1040	ZNP	FTB	Q31687		0040043310	09.08.2026			C
	9004942196	S020589	09.08.2026	1040	ZNP	FTB	Q14923		0020312952	09.08.2026			C
	9004942197	S020589	09.08.2026	1040	ZNP	FTB	Q31535		0020031784	09.08.2026			C
	9004942198	S020589	09.08.2026	1046	ZNP	FTB	Q39176		0020267560	10.08.2026			C
	9004942199	S017628	09.08.2026	1045	ZLF	FTB	Q32505		0020370105	09.08.2026			C
	9004942200	SH01367	09.08.2026	5254	ZNP	FTB	E38744		0020349958	09.08.2026		SP05	C
	9004942201	S020717	09.08.2026	1010	ZNP	FTB	Q94309		0011096781				A
	9004942202	SH01361	09.08.2026	3888	ZNP	FTP	E61998		0020070087	09.08.2026		SP01	C
	9004942203	S017628	09.08.2026	1045	ZLF	FTB	Q32505		0020339882	09.08.2026			C
	9004942204	S017628	09.08.2026	1045	ZLF	FTB	Q32505		0020339882	09.08.2026			C
	9004942205	S020717	09.08.2026	1010	ZNP	FTB	Q16458		0020035270				A
	9004942206	SH01577	09.08.2026	6724	ZNP	FTB	D33508		0020224968	09.08.2026		SP01	C
	9004942207	S020717	09.08.2026	1010	ZNP	FTB	Q16941		0020035051				A
	9004942208	S020717	09.08.2026	1010	ZNP	FTB	Q16941		0020035051				A
	9004942209	S020717	09.08.2026	1010	ZNP	FTB	Q15845		0020035050				A
	9004942210	S020717	09.08.2026	1010	ZNP	FTB	Q16847		0020034955				A
	9004942211	S020717	09.08.2026	1010	ZNP	FTB	Q16829		0020030285				A
	9004942212	SH01096	09.08.2026	6785	ZNP	FTB	D41492		0020293257	09.08.2026		SP08	C
	9004942213	S020717	09.08.2026	1010	ZNP	FTB	Q16330		0020030232				A
	9004942214	S020717	09.08.2026	1010	ZNP	FTB	Q16330		0020038476				A
	9004942215	S020717	09.08.2026	1010	ZNP	FTB	Q16330		0020043881				A
	9004942216	S020717	09.08.2026	1010	ZNP	FTB	Q15845		0020035050				A
	9004942217	SH01739	09.08.2026	3974	ZNP	FTP	E74863		0020160087	09.08.2026		SP03	C
	9004942218	S020717	09.08.2026	1010	ZNP	FTB	Q16898		0020043857				A
	9004942219	SH01484	09.08.2026	4457	ZNP	FTP	E50731		0020323385	09.08.2026		SP01	C
	9004942220	S020717	09.08.2026	1010	ZNP	FTB	Q16330		0020043881				A
	9004942221	SCLADMIN	09.08.2026	2116	ZRMC	FTB	RT0001		0020343906	09.08.2026			C
	9004942222	S020717	09.08.2026	1010	ZNP	FTB	Q16580		0020073343				A
	9004942223	SH01697	09.08.2026	6967	ZNP	FTB	D98402		0020286358	09.08.2026		SP01	C
	9004942224	S022730	09.08.2026	1012	ZNP	FTB	Q12026		0020373838	09.08.2026			C
	9004942225	S022730	09.08.2026	1012	ZNP	FTB	Q12026		0020373838	09.08.2026			C
	9004942226	SH01367	09.08.2026	5254	ZNP	FTB	E38742		0020376922	09.08.2026		SP05	C
	9004942227	SH01577	09.08.2026	6724	ZNP	FTB	D33508		0020224968	09.08.2026		SP01	C
	9004942228	S018382	09.08.2026	1003	ZNL	FTB	Q41055		P3815	09.08.2026	3815		C
	9004942229	S004614	09.08.2026	1073	ZNP	FTB	Q21563		0020344647	09.08.2026			C
	9004942230	S004614	09.08.2026	1073	ZNP	FTB	Q21632		0020377231	09.08.2026			C
	9004942231	SH00488	09.08.2026	6789	ZNP	FTB	D41588		0011108034	09.08.2026		SP01	C
	9004942232	S004614	09.08.2026	1073	ZNP	FTB	Q21495		0020376958	09.08.2026			C
	9004942233	SH01361	09.08.2026	3888	ZNP	FTP	E61998		0020070087	09.08.2026		SP01	C
	9004942234	S020714	09.08.2026	1005	ZNP	FTB	Q09295		0011094326	09.08.2026			C
	9004942235	SH01823	09.08.2026	3977	ZNP	FTP	E73973		0020197966	09.08.2026		SP01	C
	9004942236	SH01291	09.08.2026	6835	ZNP	FTP	E35271		0020357783	09.08.2026		SP03	C
	9004942237	SH01575	09.08.2026	6425	ZNP	FTB	D37415		0020370500	09.08.2026		SP01	C
	9004942238	SH00355	09.08.2026	6830	ZNP	FTP	D41912		0011018334	09.08.2026		SP01	C
	9004942239	S020714	09.08.2026	1005	ZNP	FTB	Q09294		0020303167	09.08.2026			C
	9004942240	SH01697	09.08.2026	6967	ZNP	FTB	D98402		0020286358	09.08.2026		SP01	C
	9004942241	S018382	09.08.2026	1014	ZLF	FTB	Q03043		0020377005	09.08.2026			C
	9004942242	SH01628	09.08.2026	6820	ZNP	FTP	E10042		0011090401	09.08.2026		SP03	C
	9004942243	S022730	09.08.2026	1012	ZNP	FTB	Q12039		0020152164	10.08.2026			C
	9004942244	S020714	09.08.2026	1005	ZNP	FTB	Q09295		0020113245	09.08.2026			C
	9004942245	S022730	09.08.2026	1012	ZNP	FTB	Q10698		0020008304	10.08.2026			C
	9004942246	S022730	09.08.2026	1012	ZNP	FTB	Q10783		0020012385	10.08.2026			C
	9004942247	S022730	09.08.2026	1012	ZNP	FTB	Q10698		0020008304
	9004942248	S022730	09.08.2026	1012	ZNP	FTB	Q12039		0020162071	10.08.2026			C
	9004942249	SH01577	09.08.2026	6724	ZNP	FTB	D36732		0020259841	09.08.2026		SP01	C
	9004942250	SH01095	09.08.2026	6793	ZNP	FTP	E00279		0020304648	09.08.2026		SP01	C
	9004942251	S020714	09.08.2026	1005	ZNP	FTB	Q09055		0011026400	10.08.2026			C
	9004942252	S020714	09.08.2026	1005	ZNP	FTB	Q09055		0011026400	10.08.2026			C
	9004942253	S004614	09.08.2026	1073	ZLF	FTB	Q21515		0020104792
	9004942254	S004153	09.08.2026	1000	ZNP	FTB	Q26333		0040042752	09.08.2026			C
	9004942255	S004153	09.08.2026	1000	ZNP	FTB	Q26333		0040042906	09.08.2026			C
	9004942256	S004153	09.08.2026	1000	ZLF	FTB	Q26506		0020322041	09.08.2026			C
	9004942257	S020714	09.08.2026	1005	ZNL	FTB	Q00671		P6840	10.08.2026	6840		C
	9004942258	SH01290	09.08.2026	6846	ZNP	FTP	E35469		0011033548	09.08.2026		SP03	C
	9004942259	SH01577	09.08.2026	6724	ZNP	FTB	D36732		0020259841	09.08.2026		SP01	C
	9004942260	SH01296	09.08.2026	6840	ZNP	FTP	E35345		0011017293	09.08.2026		SP07	C
	9004942261	SH01291	09.08.2026	6835	ZNP	FTP	E35271		0020357783	09.08.2026		SP03	C
	9004942262	S020714	09.08.2026	1005	ZNP	FTB	Q09290		0020361337	10.08.2026			C
	9004942263	S018209	09.08.2026	1070	ZLF	FTB	Q88670		0020376624	09.08.2026			C
	9004942264	S018209	09.08.2026	1070	ZLF	FTB	Q88670		0020376624	09.08.2026			C
	9004942265	S018209	09.08.2026	1070	ZLF	FTB	Q88670		0020376624	09.08.2026			C
	9004942266	SH01294	09.08.2026	6836	ZNP	FTP	E35287		0011022271	09.08.2026		SP01	C
	9004942267	SH01095	09.08.2026	6793	ZNP	FTP	E00279		0020304648	09.08.2026		SP01	C
	9004942268	SH01367	09.08.2026	5254	ZNP	FTB	E38749		0020338273	09.08.2026		SP05	C
	9004942269	S020714	09.08.2026	1005	ZNP	FTB	Q09290		0020370089	10.08.2026			C
	9004942270	SH00355	09.08.2026	6830	ZNP	FTP	D41912		0011039439	09.08.2026		SP01	C
	9004942271	SH00488	09.08.2026	6789	ZNP	FTB	D41601		0020317775	09.08.2026		SP01	C
	9004942272	S020714	09.08.2026	1005	ZNP	FTB	Q09290		0020370089	09.08.2026			C
	9004942273	SH00849	09.08.2026	4440	ZNP	FTP	E55455		0020102022	09.08.2026		SP03	C
	9004942274	SH00768	09.08.2026	8128	ZNP	FTB	E15438		0020321351			SP01	A
	9004942275	SH01577	09.08.2026	6724	ZNP	FTB	D33500		0020238570	09.08.2026		SP01	C
	9004942276	SCLADMIN	09.08.2026	2120	ZRMC	FTB	RT0001		0020303214	09.08.2026			C
	9004942277	S004614	09.08.2026	1073	ZNP	FTB	Q21635		0020282318	10.08.2026			C
	9004942278	SH01367	09.08.2026	5254	ZNP	FTB	E38734		0020315308	09.08.2026		SP05	C
	9004942279	S020589	09.08.2026	1040	ZNP	FTB	Q31687		0040043729	09.08.2026			C
	9004942280	S016278	09.08.2026	1040	ZLF	EXP	P09821		0011075093	10.08.2026			C
	9004942281	S022843	09.08.2026	5415	ZNL	FTB	E64945		P3910	10.08.2026	3910		C
	9004942282	S022843	09.08.2026	1301	ZLF	EXW	P16498		0011068398	10.08.2026			C
	9004942283	S013608	09.08.2026	1042	ZNP	FTB	Q23850		0020316453	10.08.2026			C
	9004942284	SH01296	09.08.2026	6840	ZNP	FTP	E35345		0011017293	09.08.2026		SP01	C
	9004942285	S011584	09.08.2026	1014	ZNP	FTB	Q04529		0020234269	09.08.2026			C
	9004942286	S023364	09.08.2026	1071	ZLF	FTB	Q37919		0020373029				A
	9004942287	SH00941	09.08.2026	4099	ZNP	FTP	E55395		0020052382	09.08.2026		SP01	C
	9004942288	SH01697	09.08.2026	6967	ZNP	FTB	D98402		0020286358	09.08.2026		SP01	C
	9004942289	S011584	09.08.2026	1014	ZNP	FTB	Q04529		0020234269	09.08.2026			C
	9004942290	S023364	09.08.2026	1071	ZLF	FTB	Q37919		0020373029				A
	9004942291	S022843	09.08.2026	5415	ZNL	FTB	E64945		P3910	10.08.2026	3910		C
	9004942292	S004614	09.08.2026	1073	ZLF	FTB	Q21380		0011110826	10.08.2026			C
	9004942293	S022843	09.08.2026	1301	ZLF	EXW	P16498		0011068398	10.08.2026			C
	9004942294	S004614	09.08.2026	1073	ZLF	FTB	Q21380		0011110826	10.08.2026			C
	9004942295	S023364	09.08.2026	1071	ZLF	FTB	Q38096		0011085446
	9004942296	S023364	09.08.2026	1071	ZLF	FTB	Q38096		0011085446
	9004942297	S023364	09.08.2026	1071	ZLF	FTB	Q38096		0011085446	10.08.2026			C
	9004942298	SH01733	09.08.2026	8172	ZNP	FTB	E12027		0020325179	09.08.2026		SP01	C
	9004942299	SH00488	09.08.2026	6789	ZNP	FTB	D41610		0020319574	09.08.2026		SP01	C
	9004942300	S011584	09.08.2026	1014	ZNP	FTB	Q04444		0020158939	09.08.2026			C
	9004942301	S011584	09.08.2026	1014	ZNP	FTB	Q04444		0020158939	09.08.2026			C
	9004942302	SH01628	09.08.2026	6820	ZNP	FTP	E10047		0020281309	09.08.2026		SP01	C
	9004942303	SH01283	09.08.2026	4484	ZNP	FTP	E15346		0020331389	09.08.2026		SP01	C
	9004942304	S020714	09.08.2026	1005	ZNP	FTB	Q25522		0011075550
	9004942305	S011337	09.08.2026	1002	ZNP	FTB	Q27652		0020323190	10.08.2026			C
	9004942306	S011337	09.08.2026	1002	ZNP	FTB	Q27652		0020245082	10.08.2026			C
	9004942307	S020714	09.08.2026	1005	ZNP	FTB	Q25522		0011075550				A
	9004942308	SH01296	09.08.2026	6840	ZNP	FTP	E35345		0011017293	09.08.2026		SP08	C
	9004942309	S016470	09.08.2026	1044	ZNP	FTB	Q32176		0020288526
	9004942310	S020714	09.08.2026	1005	ZNP	FTB	Q25482		0020376044
	9004942311	S020714	09.08.2026	1005	ZNP	FTB	Q25482		0020376044
	9004942312	SH01293	09.08.2026	8002	ZNP	FTP	E35474		0011040217	09.08.2026		SP03	C
	9004942313	SH01512	09.08.2026	3868	ZNP	EXP	E60773		0020199190	09.08.2026		SP01	C
	9004942314	SH00355	09.08.2026	6830	ZNP	FTP	D41912		0011037713	09.08.2026		SP01	C
	9004942315	SH00910	09.08.2026	6223	ZNP	FTP	E64251		0020376979	09.08.2026		SP05	C
	9004942316	S021857	09.08.2026	2135	ZRMC	FTB	RT0001		0020333903	09.08.2026			C
	9004942317	SH01683	09.08.2026	6782	ZNP	FTB	D49361		0020265200	09.08.2026		SP01	C
	9004942318	SH01589	09.08.2026	6120	ZNP	FTB	D37569		0020354932	09.08.2026		SP01	C
	9004942319	S011584	09.08.2026	1002	ZLF	FTB	P04771		0020373919
	9004942320	S011584	09.08.2026	1002	ZLF	FTB	P04771		0020373919
	9004942321	SH01289	09.08.2026	6845	ZNP	FTP	E35445		0020328769	09.08.2026		SP08	C
	9004942322	S020714	09.08.2026	1005	ZNP	FTB	Q09053		0011098358	10.08.2026			C
	9004942323	S004614	09.08.2026	1073	ZNL	FTB	R11953		P3916		3916		A
	9004942324	S004614	09.08.2026	1073	ZNL	FTB	R11953		P3916		3916		A
	9004942325	S011584	09.08.2026	1002	ZLF	FTB	P05327		0020027867	10.08.2026			C
	9004942326	S011584	09.08.2026	1002	ZLF	FTB	P05327		0020027867	09.08.2026			C
	9004942327	S011584	09.08.2026	1002	ZLF	FTB	P05327		0020027867	09.08.2026			C
	9004942328	S011584	09.08.2026	1002	ZLF	FTB	P05327		0020027867
	9004942329	S011584	09.08.2026	1002	ZLF	FTB	P05327		0020027867	09.08.2026			C
	9004942330	S011584	09.08.2026	1002	ZLF	FTB	P05327		0020027867	09.08.2026			C
	9004942331	S011584	09.08.2026	1002	ZLF	FTB	P05327		0020027867	09.08.2026			C
	9004942332	S011584	09.08.2026	1002	ZNP	FTB	P98055		0020362949	10.08.2026			C
	9004942333	SH01296	09.08.2026	6840	ZNP	FTP	E35352		0011017501	09.08.2026		SP08	C
	9004942334	SH01739	09.08.2026	3973	ZNP	FTP	E74838		0020355881	09.08.2026		SP03	C
	9004942335	SH01474	09.08.2026	4811	ZNP	FTB	D47980		0020216938	09.08.2026		SP01	C
	9004942336	SH01589	09.08.2026	6120	ZNP	FTB	D49130		0020347385	09.08.2026		SP01	C
	9004942337	S014445	09.08.2026	1006	ZLF	FTB	P06619		0020301981
	9004942338	SH01403	09.08.2026	6069	ZNP	FTB	E09829		0011104935	09.08.2026		SP01	C
	9004942339	SH01589	09.08.2026	6120	ZNP	FTB	D37894		0020266980	09.08.2026		SP01	C
	9004942340	SH01733	09.08.2026	8172	ZNP	FTB	E12027		0020325179	09.08.2026		SP01	C
	9004942341	SH01474	09.08.2026	4811	ZNP	FTB	D47980		0020216938	09.08.2026		SP01	C
	9004942342	S004614	09.08.2026	1073	ZNL	FTB	R52681		P8239	10.08.2026	8239		C
	9004942343	S020714	09.08.2026	1005	ZNP	FTB	Q09089		0020021017
	9004942344	S020714	09.08.2026	1005	ZNP	FTB	Q09089		0020021017
	9004942345	SCLADMIN	09.08.2026	2104	ZRMC	FTB	RT0001		0020340904	09.08.2026			C
	9004942346	SH00355	09.08.2026	6827	ZNP	FTP	E40157		0020255290	09.08.2026		SP01	C
	9004942347	S004614	09.08.2026	1073	ZNL	FTB	R11953		P3916	10.08.2026	3916		C
	9004942348	S020714	09.08.2026	1005	ZNP	FTB	Q09089		0020021017	10.08.2026			C
	9004942349	S004614	09.08.2026	1073	ZNL	FTB	R11953		P3916	10.08.2026	3916		C
	9004942350	SH01283	09.08.2026	4484	ZNP	FTP	E15342		0020339077	09.08.2026		SP07	C
	9004942351	SH00714	09.08.2026	4494	ZNP	FTP	E14885		0020322309	09.08.2026		SP07	C
	9004942352	SCLADMIN	09.08.2026	1000	ZNL	FOR	P39476		P1000	09.08.2026	1000		C
	9004942353	SH01474	09.08.2026	4811	ZNP	FTB	D47980		0020216938	09.08.2026		SP01	C
	9004942354	SH01670	09.08.2026	6753	ZNP	FTP	E10002		0011006720	09.08.2026		SP01	C
	9004942355	SH00849	09.08.2026	4440	ZNP	FTP	E55455		0020304923	09.08.2026		SP03	C
	9004942356	SH01628	09.08.2026	6820	ZNP	FTP	E10047		0020281309	09.08.2026		SP01	C
	9004942357	S020714	09.08.2026	1005	ZNP	FTB	Q25482		0020376044	09.08.2026			C
	9004942358	S020714	09.08.2026	1005	ZNP	FTB	Q25482		0020376044	09.08.2026			C
	9004942359	S004614	09.08.2026	1073	ZNP	FTB	Q21385		0020377274	10.08.2026			C
	9004942360	S014445	09.08.2026	1006	ZNP	FTB	P06739		0020375622	09.08.2026			C
	9004942361	S004614	09.08.2026	1073	ZNP	FTB	Q21632		0020353157	10.08.2026			C
	9004942362	S014445	09.08.2026	1006	ZNP	FTB	P06739		0020375622	09.08.2026			C
	9004942363	S014445	09.08.2026	1006	ZNP	FTB	P99279		0020286871	09.08.2026			C
	9004942364	S014445	09.08.2026	1006	ZNP	FTB	P99279		0020286871	09.08.2026			C
	9004942365	S014445	09.08.2026	1006	ZNP	FTB	P06844		0020258880
	9004942366	S014445	09.08.2026	1006	ZNP	FTB	P06844		0020258880	09.08.2026			C
	9004942367	S022730	09.08.2026	1012	ZNP	FTB	Q10908		0040002250	09.08.2026			C
	9004942368	S014445	09.08.2026	1006	ZNP	FTB	P06938		0020254289	09.08.2026			C
	9004942369	S014445	09.08.2026	1006	ZNP	FTB	P06938		0020254289	09.08.2026			C
	9004942370	S022730	09.08.2026	1012	ZNP	FTB	Q12026		0040003033	09.08.2026			C
	9004942371	SH01064	09.08.2026	4365	ZNP	FTP	E23249		0020373948	09.08.2026		SP01	C
	9004942372	S014445	09.08.2026	1006	ZNP	FTB	P06697		0020248464	09.08.2026			C
	9004942373	SH01616	09.08.2026	5528	ZNP	FTP	E54972		0020376760	09.08.2026		SP01	C
	9004942374	SH01500	09.08.2026	6432	ZNP	FTP	E53458		0020270980	09.08.2026		SP07	C
	9004942375	SH01813	09.08.2026	3895	ZNP	FTP	E62069		0011018411	09.08.2026		SP01	C
	9004942376	SH01296	09.08.2026	6840	ZNP	FTP	E35348		0011018596	09.08.2026		SP03	C
	9004942377	SCLADMIN	09.08.2026	2120	ZRMC	FTB	RT0001		0020303214	09.08.2026			C
	9004942378	S020717	09.08.2026	1010	ZNP	FTB	Q16170		0020374684	09.08.2026			C
	9004942379	SH01670	09.08.2026	6753	ZNP	FTP	E10002		0011006720	09.08.2026		SP01	C
	9004942380	S020717	09.08.2026	1010	ZNP	FTB	Q17043		0011096881	09.08.2026			C
	9004942381	SCLADMIN	09.08.2026	1000	ZNL	FOR	P39476		P1000	09.08.2026	1000		C
	9004942382	SH00714	09.08.2026	4494	ZNP	FTP	E14885		0020322309	09.08.2026		SP07	C
	9004942383	SH00488	09.08.2026	6788	ZNP	FTB	D41573		0011087682	09.08.2026		SP01	C
	9004942384	S022728	09.08.2026	1304	ZNP	FTB	Q13960		0020301430				A
	9004942385	SH00630	09.08.2026	4410	ZNP	FTP	E53340		0020377126	09.08.2026		SP03	C
	9004942386	S020714	09.08.2026	1005	ZNL	FTB	Q00877		P8004	10.08.2026	8004		C
	9004942387	SH01088	09.08.2026	6794	ZNP	FTB	E00427		0020294367	09.08.2026		SP01	C
	9004942388	SH00355	09.08.2026	6827	ZNP	FTP	E40157		0011091537	09.08.2026		SP01	C
	9004942389	SH00910	09.08.2026	6223	ZNP	FTP	E64251		0020376979	09.08.2026		SP05	C
	9004942390	SH01670	09.08.2026	6753	ZNP	FTB	E09998		0020346723	09.08.2026		SP01	C
	9004942391	SH01739	09.08.2026	3973	ZNP	FTP	E74838		0020261606	09.08.2026		SP03	C
	9004942392	SH01064	09.08.2026	4365	ZNP	FTP	E23249		0020373948	09.08.2026		SP01	C
	9004942393	SH01290	09.08.2026	6846	ZNP	FTP	E35468		0011053923	09.08.2026		SP03	C
	9004942394	SH01589	09.08.2026	6120	ZNP	FTB	D37570		0020347375	09.08.2026		SP01	C
	9004942395	SH01296	09.08.2026	6840	ZNP	FTP	E35348		0011018596	09.08.2026		SP03	C
	9004942396	S016278	09.08.2026	1040	ZLF	FTB	Q14922		0020356473	09.08.2026			C
	9004942397	S020972	09.08.2026	1071	ZNL	EXP	Q05751		P8129	10.08.2026	8129		C
	9004942398	S016278	09.08.2026	1040	ZNP	FTB	Q31242		0011033258	10.08.2026			C
	9004942399	S020972	09.08.2026	1071	ZNL	EXP	Q05751		P8129	10.08.2026	8129		C
	9004942400	S016278	09.08.2026	1040	ZNP	FTB	Q31242		0011033258	10.08.2026			C
	9004942401	SH00714	09.08.2026	4494	ZNP	FTP	E14884		0020331849	09.08.2026		SP01	C
	9004942402	SH01589	09.08.2026	6120	ZNP	FTB	D49127		0020347391	09.08.2026		SP01	C
	9004942403	SH01034	09.08.2026	6582	ZNP	FTP	D31462		0020363358	09.08.2026		SP01	C
	9004942404	SH00488	09.08.2026	6788	ZNP	FTB	D41573		0011087682	09.08.2026		SP01	C
	9004942405	SH01283	09.08.2026	4484	ZNP	FTP	E15342		0020339077	09.08.2026		SP01	C
	9004942406	S020714	09.08.2026	1005	ZNP	FTB	Q09290		0020274282	10.08.2026			C
	9004942407	SH01583	09.08.2026	3772	ZNP	FTP	E50540		0020351062	09.08.2026		SP01	C
	9004942408	SH01296	09.08.2026	6840	ZNP	FTP	E35348		0011018596	09.08.2026		SP03	C
	9004942409	SH00116	09.08.2026	8246	ZNP	EXP	E83638		0020373649	09.08.2026		SP05	C
	9004942410	SH01474	09.08.2026	4811	ZNP	FTB	E49252		0020226092	09.08.2026		SP01	C
	9004942411	SH01670	09.08.2026	6753	ZNP	FTB	E09994		0011092668	09.08.2026		SP01	C
	9004942412	SH01290	09.08.2026	6846	ZNP	FTP	E35468		0011053923	09.08.2026		SP03	C
	9004942413	S016099	09.08.2026	1009	ZNP	FTB	P99532		0020249299	10.08.2026			C
	9004942414	S016099	09.08.2026	1009	ZNP	FTB	P99532		0020249299	10.08.2026			C
	9004942415	S016099	09.08.2026	1009	ZNP	FTB	Q31428		0020094725
	9004942416	S020972	09.08.2026	1071	ZNL	EXP	P55488		P4433	09.08.2026	4433		C
	9004942417	SH00117	09.08.2026	5271	ZNP	EXP	E25670		0011036405	09.08.2026		SP05	C
	9004942418	SH01088	09.08.2026	6794	ZNP	FTB	E00312		0020370113	09.08.2026		SP01	C
	9004942419	SH01293	09.08.2026	6839	ZNP	FTP	E35337		0011114643	09.08.2026		SP03	C
	9004942420	SH01813	09.08.2026	3895	ZNP	FTP	E62069		0011018411	09.08.2026		SP01	C
	9004942421	SH00714	09.08.2026	4494	ZNP	FTP	E14880		0020075400	09.08.2026		SP01	C
	9004942422	SH00116	09.08.2026	8246	ZNP	EXP	E83638		0020373649	09.08.2026		SP05	C
	9004942423	S020714	09.08.2026	1005	ZNP	FTB	Q09423		0020309869	10.08.2026			C
	9004942424	SH01034	09.08.2026	6582	ZNP	FTP	D31457		0020322302	09.08.2026		SP01	C
	9004942425	SH01296	09.08.2026	6840	ZNP	FTP	E35348		0011018596	09.08.2026		SP03	C
	9004942426	S020714	09.08.2026	1005	ZNL	FTB	Q00667		P6836	10.08.2026	6836		C
	9004942427	SH00117	09.08.2026	5271	ZNP	EXP	E25670		0011036405	09.08.2026		SP05	C
	9004942428	S016470	09.08.2026	1044	ZNP	FTB	Q30264		0011052883	10.08.2026			C
	9004942429	SH00116	09.08.2026	8246	ZNP	EXP	E83638		0020373649	09.08.2026		SP05	C
	9004942430	SH01739	09.08.2026	3885	ZNP	FTB	E62152		0011007110	09.08.2026		SP01	C
	9004942431	SH00141	09.08.2026	8221	ZNP	EXP	E83797		0020341876	09.08.2026		SP02	C
	9004942432	SH01034	09.08.2026	6582	ZNP	FTP	D31459		0020372849	09.08.2026		SP01	C
	9004942433	SH01290	09.08.2026	6846	ZNP	FTP	E35465		0020278792	09.08.2026		SP03	C
