"BusinessApiId"	"BusinessApiName"	"Project"	"Description"	"CreatedBy"	"CreatedOn"	"LastChangedOn"	"MatchedTerms"	"BusinessObjectFit"	"RequiredOperationFitAtDiscovery"	"CandidateTier"	"CandidateRationale"	"SiblingFamily"	"ExistingDeepDiveStatus"	"RejectionReason"	"EvidenceSource"	"OpenGate"	"ProposedNextAction"	"LocalRuntimeRegistered"
"API-06"	"E-Way Bill Extension"	"(none)"	"(no SEGW project)"	""	""	""	""	"NONE"	"NO"	"GAP-OUTSIDE-SEGW"	"Full 2,626-project screen finds NO India E-Way Bill service. Direct probes: DIGIGST=0 hits, EWB=0, E_WAY=0, IRN=0. The only WAYBILL hits are European TM rail/road output forms."	""	"N/A"	""	"SEGW_PROJECT_CATALOG.tsv (2,626 rows) | CNF_BUSINESS_SEARCH_DICTIONARY.tsv | 522-row Gateway catalogue: not registered | Direct catalogue probes; DOMAIN_GLOSSARY D-017 states DigiGST is not SAP DRC"	"Which interface owns E-Way extension - DigiGST/EY or SAP DRC?"	"Investigate the DigiGST/EY integration outside SEGW; /DIGIGST/OWARD_H-EWBNUMBER is the known persistence point"	"NO"
"API-06"	"E-Way Bill Extension"	"EDOC_DCC"	"Document Compliance Cockpit Service"	"SAP"	"07.07.2022"	"07.07.2022"	"EDOC; DOCUMENT COMPLIANCE"	"RELATED"	"NO"	"REJECTED"	"Document Compliance Cockpit; registered in QS4 as EDOC_DCC_SRV."	"eDocument"	"N/A"	"Cockpit/monitoring service. Useful evidence that the SAP eDocument framework is installed and active, but not an E-Way Bill extension command. Re-confirmed."	"SEGW_PROJECT_CATALOG.tsv (2,626 rows) | CNF_BUSINESS_SEARCH_DICTIONARY.tsv | 522-row Gateway catalogue: REGISTERED as EDOC_DCC_SRV v1"	"Could the DCC still expose an extension action?"	"Keep as landscape evidence only"	"YES"
"API-06"	"E-Way Bill Extension"	"FDP_GST_INV_GLO_IN"	"GST Invoice Form for India"	"SAP"	"06.06.2017"	"11.05.2022"	"GST; INDIA; GLO IN"	"WRONG-OBJECT"	"NO"	"REJECTED"	"GST Invoice Form for India."	"FDP India"	"N/A"	"Form data provider - print/output, not a statutory transaction API. Carried forward and re-confirmed."	"SEGW_PROJECT_CATALOG.tsv (2,626 rows) | CNF_BUSINESS_SEARCH_DICTIONARY.tsv | 522-row Gateway catalogue: not registered"	""	""	"NO"
"API-06"	"E-Way Bill Extension"	"LO_GST_SUBCON_CREATE"	"Gateway service to create subcontracting challan / invoice"	"SAP"	"02.05.2018"	"27.08.2021"	"GST"	"WRONG-OBJECT"	"NO"	"REJECTED"	"Subcontracting challan / invoice."	"LO_GST India"	"N/A"	"Subcontracting challan is a different statutory document from an E-Way Bill."	"SEGW_PROJECT_CATALOG.tsv (2,626 rows) | CNF_BUSINESS_SEARCH_DICTIONARY.tsv | 522-row Gateway catalogue: not registered"	""	""	"NO"
"API-06"	"E-Way Bill Extension"	"FDP_EXC_INV_OUT_GLO_IN"	"Outgoing Excise Invoice Form for India"	"SAP"	"01.03.2016"	"30.07.2021"	"INDIA; GLO IN"	"WRONG-OBJECT"	"NO"	"REJECTED"	"Outgoing Excise Invoice Form for India."	"FDP India"	"N/A"	"Excise invoice output form; pre-GST era object and an output form regardless."	"SEGW_PROJECT_CATALOG.tsv (2,626 rows) | CNF_BUSINESS_SEARCH_DICTIONARY.tsv | 522-row Gateway catalogue: not registered"	""	""	"NO"
"API-07"	"Invoice Correction"	"(none)"	"(no SEGW project)"	""	""	""	""	"NONE"	"NO"	"GAP-OUTSIDE-SEGW"	"v1.7 defines API-07 as correcting E-Way Bill Part A/Part B transport details on an existing invoice. No SEGW project addresses that. All CORRECTION hits are Russian FI correction-invoice form providers."	""	"N/A"	""	"SEGW_PROJECT_CATALOG.tsv (2,626 rows) | CNF_BUSINESS_SEARCH_DICTIONARY.tsv | 522-row Gateway catalogue: not registered | v1.7 sheet API-07 states it is NOT a billing cancellation or credit-memo API"	"Same statutory-interface gate as API-06"	"Investigate DigiGST/EY Part A/Part B update operations outside SEGW"	"NO"
"API-07"	"Invoice Correction"	"API_CREDIT_MEMO_REQUEST"	"Remote API for SD Credit Memo Request"	"SAP"	"03.05.2017"	"03.08.2020"	""	"WRONG-OBJECT"	"NO"	"REJECTED"	"SD credit memo request."	"memo request"	"N/A"	"RESOLVED BY DEMAND EVIDENCE: the v1.7 API-07 sheet states explicitly that this is not a generic billing cancellation or credit-memo API. The Finance gate the handover left open is answered by the workbook itself."	"SEGW_PROJECT_CATALOG.tsv (2,626 rows) | CNF_BUSINESS_SEARCH_DICTIONARY.tsv | 522-row Gateway catalogue: not registered"	""	"Remove from the shortlist"	"NO"
"API-07"	"Invoice Correction"	"API_DEBIT_MEMO_REQUEST"	"Remote API for SD Debit Memo Request"	"SAP"	"03.05.2017"	"23.02.2022"	""	"WRONG-OBJECT"	"NO"	"REJECTED"	"SD debit memo request."	"memo request"	"N/A"	"Same demand-evidence exclusion as the credit memo request."	"SEGW_PROJECT_CATALOG.tsv (2,626 rows) | CNF_BUSINESS_SEARCH_DICTIONARY.tsv | 522-row Gateway catalogue: not registered"	""	"Remove from the shortlist"	"NO"
"API-07"	"Invoice Correction"	"FDP_V3_CORR_INVOICE_RU"	"Form Data Provider for Correction of Invoice"	"SAP"	"13.10.2015"	"18.02.2021"	"CORRECTION"	"WRONG-OBJECT"	"NO"	"REJECTED"	"Correction of Invoice form, Russia."	"FDP RU correction"	"N/A"	"Russian VAT correction-invoice output form. Wrong country, wrong object, output-only."	"SEGW_PROJECT_CATALOG.tsv (2,626 rows) | CNF_BUSINESS_SEARCH_DICTIONARY.tsv | 522-row Gateway catalogue: not registered"	""	""	"NO"
"API-07"	"Invoice Correction"	"RETAILSTORE_STOCK_COR"	"Services for FIORI Stock Correction App"	"SAP"	"22.01.2016"	"07.07.2016"	"CORRECTION"	"WRONG-OBJECT"	"NO"	"REJECTED"	"Fiori Stock Correction app."	"retail store"	"N/A"	"Stock correction, not invoice correction. Pure keyword collision."	"SEGW_PROJECT_CATALOG.tsv (2,626 rows) | CNF_BUSINESS_SEARCH_DICTIONARY.tsv | 522-row Gateway catalogue: not registered"	""	""	"NO"
"API-08"	"STO Orders"	"MMIM_STO"	"Stock Transfer Orders"	"SAP"	"05.12.2016"	"20.05.2020"	"STO"	"DIRECT"	"UNKNOWN"	"TIER-A"	"Named literally Stock Transfer Orders - the closest name in the entire catalogue to the v1.7 STO read, and invisible to the API_* reduction."	"MMIM STO"	"NOT STARTED"	""	"SEGW_PROJECT_CATALOG.tsv (2,626 rows) | CNF_BUSINESS_SEARCH_DICTIONARY.tsv | 522-row Gateway catalogue: not registered"	"Read grain: PO header/item vs transfer monitor"	"DEEP DIVE - highest-value new discovery for API-08"	"NO"
"API-08"	"STO Orders"	"API_PURCHASEORDER_PROCESS"	"OData service for PO API"	"SAP"	"22.08.2016"	"04.08.2021"	"PURCHASEORDER"	"DIRECT"	"LIKELY-COVERS"	"TIER-A"	"A2X purchase order service; STO is a purchase-order document type."	"purchase order"	"NOT STARTED"	""	"SEGW_PROJECT_CATALOG.tsv (2,626 rows) | CNF_BUSINESS_SEARCH_DICTIONARY.tsv | 522-row Gateway catalogue: not registered"	"Client STO type ZP06 support; V4 successor availability"	"DEEP DIVE per original plan"	"NO"
"API-08"	"STO Orders"	"ME2STAR_ODATA"	"Gateway Service for Purchasing Document Items"	"SAP"	"05.02.2014"	"29.03.2019"	"PURCHASING"	"RELATED"	"READ-ONLY"	"TIER-B"	"Purchasing Document Items - ME2* is the classic PO reporting family."	"purchasing reporting"	"NOT STARTED"	""	"SEGW_PROJECT_CATALOG.tsv (2,626 rows) | CNF_BUSINESS_SEARCH_DICTIONARY.tsv | 522-row Gateway catalogue: not registered"	""	"Inspect if API_PURCHASEORDER_PROCESS read coverage is weak"	"NO"
"API-08"	"STO Orders"	"MM_PUR_POITEMS_MONI"	"Monitor Purchase Order Items"	"SAP"	"17.08.2016"	"22.04.2022"	"PURCHASE ORDER"	"RELATED"	"READ-ONLY"	"TIER-C"	"Monitor Purchase Order Items."	"MM_PUR monitoring"	"NOT STARTED"	""	"SEGW_PROJECT_CATALOG.tsv (2,626 rows) | CNF_BUSINESS_SEARCH_DICTIONARY.tsv | 522-row Gateway catalogue: REGISTERED as MM_PUR_POITEMS_MONI_SRV v1"	""	"Watch only"	"YES"
"API-08"	"STO Orders"	"MM_PUR_CNTRL_PO_MAINTAIN"	"Manage Central Purchase Order"	"SAP"	"30.01.2018"	"23.12.2021"	"PURCHASE ORDER"	"WRONG-OBJECT"	"NO"	"REJECTED"	"Manage Central Purchase Order."	"MM_PUR central"	"N/A"	"Central Procurement operates across connected systems; CNF is a single-system intra-company STO."	"SEGW_PROJECT_CATALOG.tsv (2,626 rows) | CNF_BUSINESS_SEARCH_DICTIONARY.tsv | 522-row Gateway catalogue: not registered"	""	""	"NO"
"API-09"	"STO Deliveries"	"API_OUTBOUND_DELIVERY_0002"	"Remote API for Outbound Delivery"	"SAP"	"04.06.2018"	"19.05.2022"	"OUTBOUND DELIVERY; DELIVERY"	"DIRECT"	"LIKELY-COVERS"	"TIER-A"	"STO deliveries are outbound deliveries whose predecessor is an STO PO; the A2X service exposes the delivery and its document flow."	"outbound delivery"	"EXTRACTED 2026-08-15"	""	"SEGW_PROJECT_CATALOG.tsv (2,626 rows) | CNF_BUSINESS_SEARCH_DICTIONARY.tsv | 522-row Gateway catalogue: not registered | OUTBOUND_DELIVERY_DELTA.md"	"Document-flow join to the STO PO"	"Cover in the API-02/API-09/API-12 report"	"NO"
"API-09"	"STO Deliveries"	"LE_SHP_OD_LIST"	"Outbound Delivery List"	"SAP"	"21.03.2017"	"19.05.2022"	"OUTBOUND DELIVERY; DELIVERY"	"DIRECT"	"READ-ONLY"	"TIER-B"	"Outbound Delivery List - a list/read shape matching the v1.7 paged STO delivery read."	"LE_SHP"	"NOT STARTED"	""	"SEGW_PROJECT_CATALOG.tsv (2,626 rows) | CNF_BUSINESS_SEARCH_DICTIONARY.tsv | 522-row Gateway catalogue: not registered"	""	"Inspect with the LE_SHP family"	"NO"
"API-09"	"STO Deliveries"	"LE_SHP_OUTBOUND_DELIVERY_FS"	"Outbound Delivery Fact sheet"	"SAP"	"29.06.2016"	"13.05.2022"	"OUTBOUND DELIVERY; DELIVERY"	"RELATED"	"READ-ONLY"	"TIER-C"	"Outbound Delivery Fact Sheet."	"LE_SHP"	"NOT STARTED"	""	"SEGW_PROJECT_CATALOG.tsv (2,626 rows) | CNF_BUSINESS_SEARCH_DICTIONARY.tsv | 522-row Gateway catalogue: not registered"	""	"Watch only"	"NO"
"API-09"	"STO Deliveries"	"LE_SHP_DELIVERY_WORK_LIST"	"Delivery Worklist"	"SAP"	"24.09.2014"	"08.12.2016"	"DELIVERY"	"RELATED"	"READ-ONLY"	"TIER-C"	"Delivery Worklist."	"LE_SHP"	"NOT STARTED"	""	"SEGW_PROJECT_CATALOG.tsv (2,626 rows) | CNF_BUSINESS_SEARCH_DICTIONARY.tsv | 522-row Gateway catalogue: not registered"	""	"Watch only"	"NO"
"API-09"	"STO Deliveries"	"API_CUSTOMER_RETURNS_DLV_0002"	"Remote API for Customer Returns Delivery"	"SAP"	"04.06.2018"	"19.05.2022"	"DELIVERY"	"WRONG-OBJECT"	"NO"	"REJECTED"	"Customer returns delivery."	"customer returns"	"N/A"	"Version similarity is irrelevant; wrong process. Carried forward and re-confirmed."	"SEGW_PROJECT_CATALOG.tsv (2,626 rows) | CNF_BUSINESS_SEARCH_DICTIONARY.tsv | 522-row Gateway catalogue: not registered"	""	""	"NO"
"API-10"	"STO Invoice"	"API_BILLING_DOCUMENT"	"Remote API for SD Billing Document"	"SAP"	"03.07.2017"	"19.02.2020"	"BILLING"	"DIRECT"	"PARTIAL"	"TIER-A"	"SD billing document read - the leading candidate IF the STO invoice is an SD billing document."	"none"	"NOT STARTED"	""	"SEGW_PROJECT_CATALOG.tsv (2,626 rows) | CNF_BUSINESS_SEARCH_DICTIONARY.tsv | 522-row Gateway catalogue: not registered"	"HARD GATE: is the STO invoice SD billing, intercompany billing, GST stock-transfer, or MM supplier invoice?"	"Deep dive, but the gate must be answered before disposition"	"NO"
"API-10"	"STO Invoice"	"API_SUPPLIERINVOICE_PROCESS"	"OData service SI API"	"SAP"	"05.10.2016"	"10.03.2022"	"SUPPLIERINVOICE"	"RELATED"	"PARTIAL"	"TIER-B"	"MM supplier invoice - the alternative document model."	"none"	"NOT STARTED"	""	"SEGW_PROJECT_CATALOG.tsv (2,626 rows) | CNF_BUSINESS_SEARCH_DICTIONARY.tsv | 522-row Gateway catalogue: not registered"	"Same hard gate"	"Shallow comparison only until the gate is answered"	"NO"
"API-10"	"STO Invoice"	"LO_GST_INB_INV_CREATE"	"Create GST Inbound Invoice"	"SAP"	"21.02.2018"	"29.07.2021"	"INVOICE"	"RELATED"	"UNKNOWN"	"TIER-B"	"Create GST Inbound Invoice - an India-specific GST invoice object that the API_* reduction never saw. Directly relevant to the GST stock-transfer invoice hypothesis."	"LO_GST India"	"NOT STARTED"	""	"SEGW_PROJECT_CATALOG.tsv (2,626 rows) | CNF_BUSINESS_SEARCH_DICTIONARY.tsv | 522-row Gateway catalogue: not registered"	"Same hard gate"	"Inspect when the STO invoice gate is addressed - it materially widens the option set"	"NO"
"API-10"	"STO Invoice"	"SD_CUSTOMER_INVOICES_MANAGE"	"Manage Customer Invoices"	"SAP"	"19.05.2014"	"18.05.2022"	""	"RELATED"	"READ-ONLY"	"TIER-C"	"Manage Customer Invoices; registered."	"SD customer invoices"	"NOT STARTED"	""	"SEGW_PROJECT_CATALOG.tsv (2,626 rows) | CNF_BUSINESS_SEARCH_DICTIONARY.tsv | 522-row Gateway catalogue: REGISTERED as SD_CUSTOMER_INVOICES_MANAGE v1"	""	"Watch only"	"YES"
"API-10"	"STO Invoice"	"API_BILLING_DOCUMENT_REQUEST"	"Remote API for SD Billing Document Request"	"SAP"	"14.12.2017"	"08.03.2018"	"BILLING"	"WRONG-OBJECT"	"NO"	"REJECTED"	"Billing document requests."	"none"	"N/A"	"Official V2 purpose is read/reject/delete billing document requests; not an invoice-creation or invoice-read substitute. Carried forward and re-confirmed."	"SEGW_PROJECT_CATALOG.tsv (2,626 rows) | CNF_BUSINESS_SEARCH_DICTIONARY.tsv | 522-row Gateway catalogue: not registered"	""	""	"NO"
"API-11"	"Create STO Purchase Order"	"API_PURCHASEORDER_PROCESS"	"OData service for PO API"	"SAP"	"22.08.2016"	"04.08.2021"	"PURCHASEORDER"	"DIRECT"	"LIKELY-COVERS"	"TIER-A"	"A2X purchase order create; STO is a PO document type."	"purchase order"	"NOT STARTED"	""	"SEGW_PROJECT_CATALOG.tsv (2,626 rows) | CNF_BUSINESS_SEARCH_DICTIONARY.tsv | 522-row Gateway catalogue: not registered"	"STO document type ZP06, item category, plant mapping"	"DEEP DIVE together with API-08"	"NO"
"API-11"	"Create STO Purchase Order"	"MM_PUR_PR_PROCESS"	"Purchase Requisition Processing"	"SAP"	"31.08.2014"	"09.03.2022"	"PURCHASE REQUISITION"	"RELATED"	"UNKNOWN"	"TIER-B"	"Purchase Requisition Processing, REGISTERED in QS4. v1.7 API-11 captures a RequisitionNumber, so the requisition may be a real part of this flow."	"MM_PUR requisition"	"NOT STARTED"	""	"SEGW_PROJECT_CATALOG.tsv (2,626 rows) | CNF_BUSINESS_SEARCH_DICTIONARY.tsv | 522-row Gateway catalogue: REGISTERED as MM_PUR_PR_PROCESS_SRV v1"	"Is the v1.7 RequisitionNumber an SAP purchase requisition or a free-text reference?"	"Inspect - the v1.7 field makes this more than a keyword hit"	"YES"
"API-11"	"Create STO Purchase Order"	"MM_PUR_PO_MAINTAIN"	"MM-PUR: Maintain Purchase Order"	"SAP"	"29.09.2014"	"07.05.2018"	"PURCHASE ORDER"	"RELATED"	"UNKNOWN"	"TIER-B"	"MM-PUR: Maintain Purchase Order."	"MM_PUR PO maintain"	"NOT STARTED"	""	"SEGW_PROJECT_CATALOG.tsv (2,626 rows) | CNF_BUSINESS_SEARCH_DICTIONARY.tsv | 522-row Gateway catalogue: not registered"	""	"Inspect if the A2X PO service cannot create the client STO type"	"NO"
"API-11"	"Create STO Purchase Order"	"MM_PUR_PO_MAINTAIN_V2"	"Manage Purchase Orders (SmartTemplate)"	"SAP"	"16.08.2016"	"21.06.2022"	""	"RELATED"	"UNKNOWN"	"TIER-B"	"Manage Purchase Orders (SmartTemplate) - later sibling of MM_PUR_PO_MAINTAIN."	"MM_PUR PO maintain"	"NOT STARTED"	""	"SEGW_PROJECT_CATALOG.tsv (2,626 rows) | CNF_BUSINESS_SEARCH_DICTIONARY.tsv | 522-row Gateway catalogue: not registered"	""	"Sibling delta required if this family is pursued"	"NO"
"API-12"	"Update DI Quantity"	"API_OUTBOUND_DELIVERY_0002"	"Remote API for Outbound Delivery"	"SAP"	"04.06.2018"	"19.05.2022"	"OUTBOUND DELIVERY; DELIVERY"	"DIRECT"	"LIKELY-COVERS"	"TIER-A"	"Quantity-only PATCH on an open outbound delivery item is within the A2X update surface."	"outbound delivery"	"EXTRACTED 2026-08-15"	""	"SEGW_PROJECT_CATALOG.tsv (2,626 rows) | CNF_BUSINESS_SEARCH_DICTIONARY.tsv | 522-row Gateway catalogue: not registered | OUTBOUND_DELIVERY_DELTA.md"	"Is a quantity change allowed before batch determination?"	"Write the coverage report from existing evidence"	"NO"
"API-12"	"Update DI Quantity"	"LE_SHP_DELIVERY_WORK_LIST"	"Delivery Worklist"	"SAP"	"24.09.2014"	"08.12.2016"	"DELIVERY"	"RELATED"	"UNKNOWN"	"TIER-C"	"Delivery Worklist - change capability unknown."	"LE_SHP"	"NOT STARTED"	""	"SEGW_PROJECT_CATALOG.tsv (2,626 rows) | CNF_BUSINESS_SEARCH_DICTIONARY.tsv | 522-row Gateway catalogue: not registered"	""	"Watch only"	"NO"
